"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_verification_5.csv -cdn -m",,,,"Date:","03 Aug 2015 16:01:34 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.280,9.012,86.701,1.982,0.000,0.025,1183890.862,471665.178,0.0,0.0,17095372800.0,2657021952.0,7189614592.0,6453633024.0
14.037,1.739,84.099,0.124,0.0,0.0,1024.0,103424.0,24304.0,595295.0,17155579904.0,2657021952.0,7191552000.0,6391488512.0
2.015,0.882,97.103,0.0,0.0,0.0,0.0,0.0,11879.0,2644.0,17157443584.0,2657021952.0,7191740416.0,6389436416.0
2.015,1.259,96.348,0.378,0.0,0.0,0.0,364544.0,8786.0,25195.0,17157943296.0,2657030144.0,7192752128.0,6387916800.0
3.634,1.504,94.737,0.125,0.0,0.0,0.0,4096.0,7368.0,2437.0,17160695808.0,2657030144.0,7193567232.0,6384349184.0
4.715,2.109,93.052,0.0,0.0,0.124,0.0,0.0,39118.0,8134.0,17166254080.0,2657030144.0,7217070080.0,6355288064.0
1.880,1.754,95.739,0.627,0.0,0.0,0.0,167936.0,41392.0,1633.0,17165856768.0,2657038336.0,7202848768.0,6369898496.0
5.618,2.622,91.760,0.0,0.0,0.0,0.0,0.0,6697.0,1729.0,17165914112.0,2657038336.0,7188963328.0,6383726592.0
9.434,1.006,89.560,0.0,0.0,0.0,0.0,28672.0,10965.0,2698.0,17165770752.0,2657038336.0,7199105024.0,6373728256.0
3.518,1.005,94.849,0.628,0.0,0.0,0.0,290816.0,4411.0,2860.0,17171431424.0,2657046528.0,7199158272.0,6368006144.0
3.750,2.375,93.875,0.0,0.0,0.0,0.0,0.0,28478.0,2533.0,17172717568.0,2657046528.0,7212703744.0,6353174528.0
3.841,1.611,93.680,0.867,0.0,0.0,1024.0,160768.0,2619.0,1547.0,17171591168.0,2657054720.0,7215661056.0,6351335424.0
4.804,1.138,93.805,0.253,0.0,0.0,0.0,45056.0,9466.0,215978.0,17178198016.0,2657058816.0,7218364416.0,6342021120.0
6.758,2.003,90.989,0.125,0.0,0.125,0.0,970752.0,60642.0,666369.0,17192464384.0,2657058816.0,7204003840.0,6342115328.0
3.0,1.250,95.375,0.375,0.0,0.0,0.0,233472.0,8313.0,3689.0,17200275456.0,2657067008.0,7203803136.0,6334496768.0
2.387,1.382,96.231,0.0,0.0,0.0,0.0,0.0,68575.0,7243.0,17200689152.0,2657067008.0,7204913152.0,6332973056.0
5.112,3.491,91.272,0.0,0.0,0.125,0.0,0.0,50254.0,2251.0,17201971200.0,2657067008.0,7216332800.0,6320271360.0
5.081,2.478,91.945,0.496,0.0,0.0,1024.0,78848.0,6382.0,1495.0,17201811456.0,2657071104.0,7233687552.0,6303072256.0
6.188,3.218,90.594,0.0,0.0,0.0,0.0,49152.0,10130.0,4236.0,17201582080.0,2657071104.0,7222980608.0,6314008576.0
9.787,1.757,86.575,1.757,0.0,0.125,0.0,999424.0,12112.0,7802.0,17209733120.0,2657087488.0,7214297088.0,6314524672.0
6.516,2.130,89.724,1.629,0.0,0.0,0.0,1163264.0,28187.0,14099.0,17214996480.0,2657112064.0,7223508992.0,6300024832.0
2.390,1.384,96.101,0.126,0.0,0.0,4096.0,4096.0,28847.0,6540.0,17213485056.0,2657112064.0,7223033856.0,6302011392.0
2.882,1.003,96.115,0.0,0.0,0.0,0.0,0.0,9390.0,4854.0,17214480384.0,2657112064.0,7213518848.0,6310531072.0
2.005,1.378,95.238,1.378,0.0,0.0,0.0,286720.0,13924.0,74773.0,17215827968.0,2657116160.0,7207301120.0,6315397120.0
4.342,1.737,93.797,0.124,0.0,0.0,1024.0,66560.0,4485.0,4297.0,17227001856.0,2657116160.0,7207301120.0,6304223232.0
2.128,1.252,95.870,0.751,0.0,0.0,0.0,454656.0,86061.0,2325.0,17227685888.0,2657120256.0,7211438080.0,6299398144.0
2.589,2.343,95.068,0.0,0.0,0.0,0.0,0.0,8332.0,1403.0,17228136448.0,2657120256.0,7210987520.0,6299398144.0
2.369,1.746,95.885,0.0,0.0,0.0,0.0,0.0,10973.0,1897.0,17213362176.0,2657120256.0,7206969344.0,6318190592.0
4.511,1.629,91.353,2.506,0.0,0.0,0.0,241664.0,13842.0,3232.0,17203449856.0,2657128448.0,7206834176.0,6328229888.0
5.729,1.370,92.902,0.0,0.0,0.0,0.0,0.0,3615.0,1367.0,17205768192.0,2657128448.0,7209713664.0,6323032064.0
3.513,1.380,94.730,0.376,0.0,0.0,0.0,217088.0,5809.0,1915.0,17205104640.0,2657132544.0,7210209280.0,6323195904.0
