"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_10.csv -cdn -m",,,,"Date:","03 Aug 2015 11:59:25 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
1.558,1.957,88.589,7.857,0.0,0.039,4766620.576,1463253.763,0.0,0.0,14728503296.0,2555543552.0,5259202560.0,10852392960.0
14.787,1.504,72.306,11.153,0.0,0.251,585728.0,94208.0,16156.0,561667.0,14807257088.0,2555543552.0,5257981952.0,10774859776.0
1.128,1.629,85.213,11.905,0.0,0.125,594944.0,66560.0,21350.0,779998.0,14809767936.0,2555543552.0,5253181440.0,10777149440.0
1.500,1.250,85.500,11.625,0.0,0.125,589824.0,61440.0,80471.0,1554.0,14810169344.0,2555551744.0,5255835648.0,10774085632.0
1.244,1.493,85.448,11.816,0.0,0.0,671744.0,0.0,12770.0,1030.0,14810173440.0,2555551744.0,5260279808.0,10769637376.0
1.373,1.373,85.019,12.235,0.0,0.0,524288.0,2904064.0,3902.0,724.0,14810333184.0,2555564032.0,5257793536.0,10771951616.0
1.746,1.122,85.411,11.721,0.0,0.0,622592.0,0.0,6318.0,1620.0,14810939392.0,2555564032.0,5261508608.0,10767630336.0
1.242,1.615,85.093,11.925,0.0,0.124,532480.0,176128.0,5493.0,1068.0,14809804800.0,2555564032.0,5259358208.0,10770915328.0
1.001,1.252,85.982,11.765,0.0,0.0,610304.0,0.0,4364.0,1622.0,14810832896.0,2555564032.0,5259399168.0,10769846272.0
1.129,1.004,86.073,11.794,0.0,0.0,565248.0,45056.0,10553.0,674.0,14811447296.0,2555572224.0,5261193216.0,10767429632.0
1.003,1.003,85.589,12.406,0.0,0.0,553984.0,2896896.0,5073.0,586.0,14810775552.0,2555584512.0,5264007168.0,10765275136.0
1.126,0.876,86.108,11.890,0.0,0.0,598016.0,0.0,2606.0,446.0,14811516928.0,2555584512.0,5264769024.0,10763771904.0
