"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_2.csv -cdn -m",,,,"Date:","03 Aug 2015 01:10:48 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.212,1.462,95.750,0.565,0.000,0.010,202210.896,284491.184,0.0,0.0,17776066560.0,1310715904.0,13855490048.0,453369856.0
14.268,24.656,60.951,0.0,0.0,0.125,0.0,4096.0,6643.0,2754.0,17833865216.0,1310715904.0,13858320384.0,392740864.0
2.247,38.077,58.302,1.373,0.0,0.0,0.0,712704.0,2821.0,1488.0,17836449792.0,1310720000.0,13856190464.0,392282112.0
1.877,39.800,58.323,0.0,0.0,0.0,0.0,4096.0,9177.0,1762.0,17839972352.0,1310720000.0,13857112064.0,387837952.0
3.759,41.855,54.386,0.0,0.0,0.0,0.0,348160.0,7791.0,2622.0,17844715520.0,1310720000.0,13856157696.0,384049152.0
1.625,39.750,58.500,0.125,0.0,0.0,1024.0,988160.0,3967.0,1480.0,17850544128.0,1310720000.0,13853777920.0,380600320.0
2.993,38.529,58.479,0.0,0.0,0.0,0.0,319488.0,7790.0,3152.0,17852059648.0,1310720000.0,13856112640.0,376750080.0
1.635,40.252,57.610,0.377,0.0,0.126,0.0,516096.0,12817.0,1444.0,17859981312.0,1310724096.0,13858947072.0,365989888.0
1.741,38.806,58.955,0.498,0.0,0.0,0.0,57344.0,12978.0,2651.0,17862430720.0,1310724096.0,13857165312.0,365322240.0
1.635,40.126,58.239,0.0,0.0,0.0,0.0,475136.0,24221.0,3168.0,17868849152.0,1310724096.0,13857308672.0,358760448.0
1.866,41.418,56.592,0.124,0.0,0.0,1024.0,779264.0,3093.0,5080.0,17872990208.0,1310724096.0,13859270656.0,352657408.0
2.747,38.826,57.553,0.874,0.0,0.0,0.0,413696.0,5082.0,1866.0,17882058752.0,1310724096.0,13857447936.0,345411584.0
1.639,40.479,57.629,0.252,0.0,0.0,0.0,831488.0,4822.0,1540.0,17884024832.0,1310724096.0,13859917824.0,340975616.0
1.887,39.371,58.616,0.0,0.0,0.126,0.0,0.0,11406.0,2130.0,17891688448.0,1310724096.0,13856317440.0,336912384.0
1.627,40.676,57.572,0.125,0.0,0.0,0.0,475136.0,3489.0,1674.0,17899008000.0,1310724096.0,13855084544.0,330825728.0
9.811,39.119,51.069,0.0,0.0,0.0,1024.0,1074176.0,2453.0,1458.0,17901309952.0,1310724096.0,13855043584.0,328564736.0
4.115,39.027,56.484,0.374,0.0,0.0,0.0,73728.0,5952.0,2362.0,17909600256.0,1310724096.0,13857062912.0,318255104.0
1.877,39.049,58.824,0.250,0.0,0.0,0.0,499712.0,3885.0,4624.0,17912680448.0,1310724096.0,13856268288.0,315969536.0
1.623,40.949,57.428,0.0,0.0,0.0,0.0,319488.0,14368.0,1964.0,17918042112.0,1310724096.0,13856026624.0,310849536.0
2.0,45.0,53.0,0.0,0.0,0.0,0.0,421888.0,14710.0,1406.0,17921802240.0,1310724096.0,13856542720.0,306573312.0
1.625,39.875,58.250,0.250,0.0,0.0,1024.0,922624.0,10746.0,2324.0,17927987200.0,1310724096.0,13859119104.0,297811968.0
3.015,38.317,58.668,0.0,0.0,0.0,0.0,4096.0,4214.0,1902.0,17931812864.0,1310724096.0,13858975744.0,294129664.0
1.250,38.875,59.375,0.500,0.0,0.0,0.0,561152.0,2307.0,1420.0,17941716992.0,1310724096.0,13858975744.0,284225536.0
1.757,41.029,57.215,0.0,0.0,0.0,0.0,0.0,10479.0,1932.0,17941270528.0,1310724096.0,13859422208.0,284225536.0
2.366,44.707,52.927,0.0,0.0,0.0,0.0,5775360.0,2356.0,1620.0,17948532736.0,1310724096.0,13859921920.0,276463616.0
1.384,38.113,60.252,0.126,0.0,0.126,1024.0,1037312.0,6920.0,1322.0,17949663232.0,1310724096.0,13855686656.0,279568384.0
3.750,43.500,52.750,0.0,0.0,0.0,0.0,319488.0,5807.0,2286.0,17950240768.0,1310724096.0,13856038912.0,278638592.0
0.886,38.987,59.494,0.633,0.0,0.0,229376.0,274432.0,5639.0,1188.0,17950318592.0,1310728192.0,13856083968.0,278511616.0
1.877,44.305,53.817,0.0,0.0,0.0,0.0,319488.0,15442.0,1660.0,17950875648.0,1310728192.0,13854003200.0,280035328.0
1.627,41.302,56.696,0.250,0.0,0.125,0.0,1048576.0,22795.0,1256.0,17951092736.0,1310728192.0,13854158848.0,279662592.0
1.884,38.568,59.296,0.251,0.0,0.0,1024.0,439296.0,2765.0,2387.0,17951703040.0,1310728192.0,13857128448.0,276082688.0
3.620,37.328,58.052,0.999,0.0,0.0,0.0,724992.0,6170.0,1976.0,17953746944.0,1310728192.0,13856735232.0,274432000.0
1.008,41.562,57.053,0.378,0.0,0.0,0.0,40960.0,1623.0,1042.0,17954017280.0,1310732288.0,13856714752.0,274178048.0
1.880,40.852,57.143,0.0,0.0,0.125,0.0,315392.0,9933.0,1892.0,17956163584.0,1310732288.0,13856374784.0,272371712.0
3.109,36.816,60.075,0.0,0.0,0.0,0.0,421888.0,5196.0,3000.0,17958035456.0,1310732288.0,13859057664.0,267816960.0
2.003,40.050,57.947,0.0,0.0,0.0,0.0,1486848.0,1800.0,1112.0,17944178688.0,1310732288.0,13853982720.0,286748672.0
3.008,35.088,60.025,1.880,0.0,0.0,1024.0,1205248.0,4990.0,2534.0,17957449728.0,1310732288.0,13858852864.0,268607488.0
2.509,39.147,58.344,0.0,0.0,0.0,0.0,0.0,1537.0,1094.0,17957998592.0,1310732288.0,13858795520.0,268115968.0
1.384,39.874,58.113,0.629,0.0,0.0,0.0,401408.0,10305.0,2593.0,17958629376.0,1310732288.0,13855993856.0,270286848.0
1.880,36.466,61.404,0.125,0.0,0.125,0.0,368640.0,19646.0,1488.0,17960148992.0,1310732288.0,13856325632.0,268435456.0
1.998,40.449,57.553,0.0,0.0,0.0,0.0,1028096.0,8955.0,13302.0,17960624128.0,1310732288.0,13853941760.0,270344192.0
2.871,38.951,57.428,0.749,0.0,0.0,87040.0,738304.0,4775.0,1978.0,17963352064.0,1310732288.0,13858426880.0,263131136.0
