"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_3.csv -cdn -m",,,,"Date:","02 Aug 2015 11:01:38 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.166,1.089,96.127,0.609,0.000,0.009,185014.168,299758.260,0.0,0.0,15935123456.0,1674817536.0,13081473024.0,2704228352.0
12.688,7.286,79.899,0.126,0.0,0.0,49152.0,0.0,3967.0,2199.0,15989587968.0,1674817536.0,13081747456.0,2649489408.0
1.132,13.082,85.157,0.629,0.0,0.0,16384.0,622592.0,8263.0,8336.0,15990190080.0,1674817536.0,13081899008.0,2648735744.0
2.384,13.300,82.309,2.008,0.0,0.0,10752.0,1337856.0,5353.0,4347.0,15997845504.0,1674821632.0,13081890816.0,2641084416.0
0.753,13.174,86.073,0.0,0.0,0.0,4096.0,0.0,4126.0,2741.0,15998803968.0,1674821632.0,13081894912.0,2640121856.0
0.879,13.442,85.050,0.628,0.0,0.0,230400.0,222208.0,19595.0,4742.0,16004861952.0,1674821632.0,13082087424.0,2633871360.0
1.245,13.325,85.430,0.0,0.0,0.0,0.0,0.0,2293.0,2359.0,16004767744.0,1674821632.0,13082132480.0,2633920512.0
1.005,13.191,74.874,10.930,0.0,0.0,20480.0,1560576.0,5450.0,8733.0,16005120000.0,1674825728.0,13082140672.0,2633555968.0
2.003,12.140,83.980,1.752,0.0,0.125,1024.0,1676288.0,10389.0,4774.0,16008642560.0,1674829824.0,13082140672.0,2630029312.0
0.877,13.409,85.589,0.125,0.0,0.0,8192.0,16384.0,26854.0,4356.0,16008617984.0,1674829824.0,13082165248.0,2630029312.0
1.258,12.830,85.535,0.377,0.0,0.0,5120.0,394240.0,10335.0,3233.0,16014270464.0,1674829824.0,13082157056.0,2624385024.0
0.754,13.317,85.804,0.126,0.0,0.0,4096.0,0.0,2226.0,2133.0,16014766080.0,1674829824.0,13082161152.0,2623885312.0
1.006,13.333,84.277,1.384,0.0,0.0,107520.0,734208.0,5636.0,5673.0,16014868480.0,1674829824.0,13082279936.0,2623664128.0
1.506,13.300,83.438,1.757,0.0,0.0,35840.0,1612800.0,10486.0,4429.0,16017444864.0,1674833920.0,13082238976.0,2621124608.0
0.750,13.750,85.500,0.0,0.0,0.0,4096.0,0.0,4936.0,5038.0,16017948672.0,1674833920.0,13082243072.0,2620616704.0
0.758,13.763,85.480,0.0,0.0,0.0,5120.0,230400.0,10225.0,2978.0,16019513344.0,1674833920.0,13082255360.0,2619039744.0
