"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_2.csv -cdn -m",,,,"Date:","02 Aug 2015 10:59:30 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.166,1.079,96.137,0.609,0.000,0.009,185117.781,299358.257,0.0,0.0,15897587712.0,1674661888.0,13063970816.0,2759421952.0
12.516,7.885,78.598,1.001,0.0,0.0,4096.0,1368064.0,6170.0,3937.0,15957250048.0,1674661888.0,13064409088.0,2699321344.0
0.629,13.333,85.786,0.252,0.0,0.0,57344.0,0.0,2808.0,3936.0,15958355968.0,1674661888.0,13064388608.0,2698235904.0
1.631,14.304,83.438,0.627,0.0,0.0,58368.0,533504.0,14106.0,4188.0,15961280512.0,1674661888.0,13064433664.0,2695266304.0
0.876,13.392,85.482,0.250,0.0,0.0,11264.0,416768.0,10026.0,4251.0,15962095616.0,1674661888.0,13064437760.0,2694447104.0
1.006,13.333,84.403,1.258,0.0,0.0,164864.0,267264.0,5832.0,5853.0,15961817088.0,1674665984.0,13064491008.0,2694668288.0
1.990,13.557,83.458,0.995,0.0,0.0,77824.0,1662976.0,5004.0,4126.0,15961440256.0,1674670080.0,13064589312.0,2694942720.0
3.426,14.467,81.980,0.127,0.0,0.0,13312.0,390144.0,12807.0,4388.0,15974121472.0,1674670080.0,13064663040.0,2682187776.0
1.004,13.802,85.194,0.0,0.0,0.0,4096.0,12288.0,19117.0,3811.0,15973892096.0,1674670080.0,13065101312.0,2681978880.0
4.130,14.894,78.723,2.253,0.0,0.0,1004544.0,504832.0,99133.0,3685.0,15985242112.0,1674715136.0,13066076160.0,2669608960.0
2.635,13.927,77.415,5.897,0.0,0.125,376832.0,827392.0,10350.0,10378.0,15994028032.0,1674715136.0,13097291776.0,2629607424.0
2.117,13.948,83.188,0.747,0.0,0.0,73728.0,1122304.0,11627.0,7949.0,15996551168.0,1674715136.0,13088329728.0,2636046336.0
2.008,13.802,83.438,0.753,0.0,0.0,62464.0,361472.0,65572.0,8764.0,15996706816.0,1674715136.0,13075214336.0,2649006080.0
1.001,13.392,85.607,0.0,0.0,0.0,4096.0,0.0,18582.0,3997.0,15996338176.0,1674715136.0,13075886080.0,2648702976.0
1.380,13.676,84.316,0.627,0.0,0.0,24576.0,1138688.0,6841.0,4350.0,16001896448.0,1674715136.0,13074112512.0,2644918272.0
2.632,13.659,80.702,3.008,0.0,0.0,94208.0,40960.0,25453.0,9675.0,16011788288.0,1674715136.0,13078933504.0,2630205440.0
2.760,13.425,83.061,0.753,0.0,0.0,8192.0,1126400.0,34799.0,19810.0,16012087296.0,1674719232.0,13078745088.0,2630090752.0
3.518,13.693,82.538,0.251,0.0,0.0,13312.0,250880.0,40444.0,9876.0,16010436608.0,1674719232.0,13082660864.0,2627825664.0
1.639,13.871,84.363,0.126,0.0,0.0,6144.0,3606528.0,14346.0,8077.0,16006381568.0,1674719232.0,13073887232.0,2640654336.0
2.882,13.910,83.083,0.125,0.0,0.0,9216.0,279552.0,28776.0,9024.0,16007516160.0,1674719232.0,13077200896.0,2636206080.0
0.632,13.274,84.956,1.138,0.0,0.0,8192.0,24576.0,8711.0,5734.0,16008347648.0,1674719232.0,13077016576.0,2635558912.0
1.880,13.659,82.456,2.005,0.0,0.0,74752.0,2102272.0,5304.0,4606.0,16012800000.0,1674727424.0,13073879040.0,2634235904.0
0.631,13.367,85.624,0.378,0.0,0.0,8192.0,0.0,4528.0,4519.0,16012951552.0,1674727424.0,13074067456.0,2633895936.0
1.875,13.875,83.750,0.500,0.0,0.0,9216.0,439296.0,13445.0,5350.0,16013148160.0,1674727424.0,13074608128.0,2633158656.0
2.516,14.465,82.767,0.252,0.0,0.0,12288.0,524288.0,4034.0,3515.0,16013352960.0,1674727424.0,13110272000.0,2597289984.0
1.009,11.602,84.994,2.396,0.0,0.0,103424.0,242688.0,4772.0,3732.0,16015843328.0,1674727424.0,13110419456.0,2594652160.0
2.743,13.716,81.920,1.621,0.0,0.0,41984.0,984064.0,9808.0,7350.0,16020287488.0,1674735616.0,13089361920.0,2611257344.0
1.126,14.268,84.105,0.375,0.0,0.125,8192.0,811008.0,17490.0,2285.0,16025497600.0,1674735616.0,13075210240.0,2620198912.0
0.879,13.693,84.673,0.754,0.0,0.0,103424.0,308224.0,12472.0,4406.0,16025493504.0,1674739712.0,13074669568.0,2620739584.0
0.757,12.989,85.246,1.009,0.0,0.0,40960.0,753664.0,6035.0,3891.0,16026189824.0,1674739712.0,13074907136.0,2619805696.0
1.508,13.191,84.422,0.879,0.0,0.0,1024.0,6591488.0,5623.0,3888.0,16029073408.0,1674739712.0,13075189760.0,2616639488.0
1.877,13.892,83.229,1.001,0.0,0.0,8192.0,786432.0,5719.0,5064.0,16031694848.0,1674739712.0,13075034112.0,2614173696.0
1.005,13.442,84.925,0.628,0.0,0.0,9216.0,418816.0,4188.0,2491.0,16031928320.0,1674743808.0,13075042304.0,2613927936.0
0.875,13.750,85.0,0.375,0.0,0.0,77824.0,0.0,14485.0,5611.0,16032444416.0,1674743808.0,13075005440.0,2613448704.0
0.879,13.693,84.422,1.005,0.0,0.0,13312.0,590848.0,3034.0,2439.0,16039821312.0,1674747904.0,13075521536.0,2605551616.0
2.981,15.528,78.509,2.981,0.0,0.0,123904.0,353280.0,9845.0,6437.0,16042180608.0,1674752000.0,13116977152.0,2561732608.0
2.133,13.676,83.438,0.753,0.0,0.0,0.0,1191936.0,11871.0,8657.0,16045588480.0,1674756096.0,13119778816.0,2555518976.0
2.015,14.358,83.501,0.126,0.0,0.0,3072.0,572416.0,17826.0,9467.0,16046108672.0,1674756096.0,13089968128.0,2584809472.0
1.0,13.625,85.125,0.125,0.0,0.125,33792.0,390144.0,34906.0,6494.0,16045723648.0,1674756096.0,13075578880.0,2599583744.0
0.755,13.333,85.660,0.252,0.0,0.0,131072.0,0.0,3338.0,3143.0,16045588480.0,1674756096.0,13075349504.0,2599948288.0
1.635,14.088,82.390,1.887,0.0,0.0,29696.0,447488.0,34784.0,9982.0,16055136256.0,1674756096.0,13078990848.0,2586759168.0
1.754,13.659,82.707,1.880,0.0,0.0,45056.0,1421312.0,7217.0,3343.0,16059064320.0,1674756096.0,13078990848.0,2582831104.0
0.887,13.181,85.932,0.0,0.0,0.0,4096.0,0.0,14447.0,9056.0,16059858944.0,1674756096.0,13075955712.0,2585071616.0
1.761,14.214,83.522,0.503,0.0,0.0,5120.0,287744.0,38149.0,6337.0,16060329984.0,1674764288.0,13076664320.0,2583883776.0
2.128,14.393,83.479,0.0,0.0,0.0,0.0,0.0,22034.0,7615.0,16061353984.0,1674764288.0,13079896064.0,2579628032.0
2.760,15.056,81.179,0.878,0.0,0.125,18432.0,2156544.0,35687.0,14007.0,16067276800.0,1674768384.0,13078888448.0,2574708736.0
2.396,11.980,81.841,3.783,0.0,0.0,5120.0,844800.0,18066.0,5979.0,16068349952.0,1674768384.0,13075570688.0,2576953344.0
1.252,13.642,84.856,0.250,0.0,0.0,0.0,421888.0,25116.0,6270.0,16070148096.0,1674768384.0,13075709952.0,2575015936.0
1.500,14.0,84.125,0.375,0.0,0.0,146432.0,531456.0,44770.0,3513.0,16071323648.0,1674768384.0,13078945792.0,2570604544.0
4.035,13.619,81.084,1.261,0.0,0.0,210944.0,1263616.0,5222.0,4362.0,16079380480.0,1674768384.0,13098061824.0,2543431680.0
6.858,14.214,76.060,2.868,0.0,0.0,69632.0,15302656.0,5703.0,4282.0,16012427264.0,1674772480.0,13096726528.0,2611716096.0
6.633,14.643,77.597,1.001,0.0,0.125,49152.0,1290240.0,8567.0,4701.0,16012070912.0,1674772480.0,13111332864.0,2597466112.0
3.375,14.125,82.250,0.250,0.0,0.0,9216.0,242688.0,3204.0,4638.0,16011255808.0,1674772480.0,13110882304.0,2598731776.0
3.023,13.602,83.123,0.252,0.0,0.0,286720.0,57344.0,8780.0,2265.0,16010760192.0,1674772480.0,13089439744.0,2620669952.0
1.633,13.442,84.548,0.377,0.0,0.0,9216.0,226304.0,9931.0,4292.0,16013783040.0,1674772480.0,13079117824.0,2627969024.0
1.892,13.745,83.733,0.631,0.0,0.0,8192.0,438272.0,3922.0,6086.0,16014569472.0,1674772480.0,13078122496.0,2628177920.0
2.396,14.502,82.093,1.009,0.0,0.0,140288.0,1111040.0,6256.0,5972.0,16022380544.0,1674772480.0,13084545024.0,2613944320.0
2.130,13.784,83.960,0.125,0.0,0.0,1024.0,181248.0,29738.0,8046.0,16026726400.0,1674772480.0,13084708864.0,2609434624.0
5.112,14.713,79.676,0.499,0.0,0.0,323584.0,12288.0,14771.0,4327.0,16027955200.0,1674772480.0,13101703168.0,2591211520.0
1.889,13.854,82.872,1.385,0.0,0.0,294400.0,871936.0,3183.0,4408.0,16018726912.0,1674772480.0,13093736448.0,2608406528.0
2.893,13.459,83.019,0.629,0.0,0.0,4096.0,909312.0,6445.0,3880.0,16018423808.0,1674772480.0,13069336576.0,2633109504.0
3.764,14.680,80.176,1.380,0.0,0.0,12288.0,1015808.0,5106.0,5064.0,16019206144.0,1674780672.0,13073047552.0,2628608000.0
4.750,15.0,78.875,1.250,0.0,0.125,373760.0,238592.0,119064.0,11051.0,16030515200.0,1674780672.0,13104721920.0,2585624576.0
2.396,14.124,83.102,0.378,0.0,0.0,54272.0,152576.0,28443.0,6657.0,16030900224.0,1674780672.0,13101137920.0,2588823552.0
2.128,14.143,83.354,0.375,0.0,0.0,90112.0,0.0,23657.0,8124.0,16031281152.0,1674780672.0,13094076416.0,2595504128.0
2.387,12.060,78.769,6.784,0.0,0.0,9216.0,1692672.0,15178.0,5068.0,16036605952.0,1674784768.0,13078106112.0,2606145536.0
2.125,12.875,82.875,2.125,0.0,0.0,9216.0,1319936.0,7338.0,5896.0,16043610112.0,1674788864.0,13078233088.0,2599010304.0
3.004,14.268,82.603,0.125,0.0,0.0,4096.0,16384.0,26377.0,2681.0,16044113920.0,1674788864.0,13078970368.0,2597769216.0
2.267,14.358,83.123,0.126,0.0,0.126,1024.0,672768.0,66385.0,12960.0,16043888640.0,1674788864.0,13093924864.0,2583040000.0
1.377,14.018,84.481,0.125,0.0,0.0,8192.0,4096.0,39284.0,8947.0,16043511808.0,1674788864.0,13095391232.0,2581950464.0
2.261,14.070,82.789,0.879,0.0,0.0,86016.0,315392.0,28368.0,15230.0,16044027904.0,1674788864.0,13082173440.0,2594652160.0
2.981,15.155,80.994,0.870,0.0,0.0,5120.0,1299456.0,17225.0,13147.0,16048672768.0,1674788864.0,13080961024.0,2591219712.0
3.861,14.321,81.196,0.498,0.0,0.125,49152.0,679936.0,44318.0,11307.0,16051200000.0,1674788864.0,13082148864.0,2587504640.0
2.625,13.625,83.750,0.0,0.0,0.0,4096.0,0.0,45463.0,13162.0,16052166656.0,1674788864.0,13079879680.0,2588807168.0
2.628,13.767,83.354,0.250,0.0,0.0,9216.0,230400.0,30807.0,15739.0,16052613120.0,1674788864.0,13078659072.0,2589581312.0
2.253,14.018,83.104,0.626,0.0,0.0,40960.0,81920.0,17134.0,9513.0,16051937280.0,1674788864.0,13103382528.0,2565533696.0
3.880,14.268,80.726,1.126,0.0,0.0,58368.0,1729536.0,32538.0,10747.0,16058404864.0,1674788864.0,13081296896.0,2581151744.0
3.388,14.053,82.058,0.502,0.0,0.0,58368.0,316416.0,82048.0,10179.0,16058597376.0,1674788864.0,13083512832.0,2578743296.0
2.771,13.980,82.997,0.252,0.0,0.0,5120.0,230400.0,86737.0,6841.0,16057511936.0,1674788864.0,13093720064.0,2569621504.0
2.244,13.716,83.791,0.249,0.0,0.0,8192.0,0.0,13346.0,5193.0,16057532416.0,1674788864.0,13093875712.0,2569445376.0
1.870,14.214,82.918,0.998,0.0,0.0,160768.0,328704.0,54224.0,9457.0,16058970112.0,1674788864.0,13083213824.0,2578669568.0
1.627,13.517,82.603,2.253,0.0,0.0,8192.0,1196032.0,4730.0,3479.0,16060342272.0,1674788864.0,13083656192.0,2576855040.0
1.008,13.350,85.013,0.630,0.0,0.0,86016.0,729088.0,6680.0,6192.0,16059904000.0,1674788864.0,13078507520.0,2582441984.0
1.765,14.124,83.985,0.126,0.0,0.0,57344.0,65536.0,48956.0,4031.0,16062713856.0,1674788864.0,13085659136.0,2572480512.0
1.131,13.191,85.553,0.126,0.0,0.0,5120.0,173056.0,6116.0,6282.0,16061550592.0,1674788864.0,13083160576.0,2576142336.0
1.011,13.654,84.450,0.885,0.0,0.0,241664.0,225280.0,22655.0,10010.0,16061059072.0,1674788864.0,13081362432.0,2578432000.0
2.133,13.551,83.312,0.878,0.0,0.125,1024.0,1225728.0,15211.0,11839.0,16065093632.0,1674792960.0,13081747456.0,2574008320.0
0.879,13.945,84.673,0.377,0.0,0.126,66560.0,193536.0,32272.0,8432.0,16064102400.0,1674792960.0,13086498816.0,2570248192.0
1.010,13.258,84.975,0.758,0.0,0.0,12288.0,61440.0,31817.0,4647.0,16064012288.0,1674797056.0,13088731136.0,2568101888.0
1.623,13.733,84.270,0.375,0.0,0.0,5120.0,365568.0,14355.0,9684.0,16063889408.0,1674797056.0,13085650944.0,2571304960.0
