"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_4.csv -cdn -m",,,,"Date:","03 Aug 2015 01:17:42 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.214,1.556,95.655,0.564,0.000,0.010,201807.703,284871.797,0.0,0.0,17718734848.0,1310879744.0,13857603584.0,508424192.0
14.464,32.170,53.117,0.125,0.0,0.125,0.0,1089536.0,2732.0,1260.0,17781293056.0,1310883840.0,13856952320.0,446513152.0
4.397,63.317,31.784,0.503,0.0,0.0,1024.0,1401856.0,4805.0,1824.0,17785724928.0,1310883840.0,13857107968.0,441925632.0
3.435,63.359,32.697,0.509,0.0,0.0,0.0,98304.0,3940.0,4510.0,17791741952.0,1310887936.0,13857935360.0,435077120.0
3.222,52.416,44.362,0.0,0.0,0.0,0.0,8192.0,14937.0,1872.0,17802223616.0,1310887936.0,13856976896.0,425553920.0
4.204,69.045,26.752,0.0,0.0,0.0,0.0,0.0,26374.0,2004.0,17805975552.0,1310887936.0,13857091584.0,421687296.0
2.886,49.812,47.302,0.0,0.0,0.0,0.0,81920.0,8173.0,6011.0,17813856256.0,1310887936.0,13857439744.0,413458432.0
5.348,59.701,34.826,0.124,0.0,0.0,1024.0,1639424.0,7531.0,3715.0,17818173440.0,1310887936.0,13860233216.0,406347776.0
2.375,60.250,37.375,0.0,0.0,0.0,0.0,8192.0,3642.0,1524.0,17829826560.0,1310887936.0,13858451456.0,396476416.0
2.509,51.945,44.918,0.627,0.0,0.0,0.0,61440.0,14017.0,2862.0,17834504192.0,1310887936.0,13855678464.0,394571776.0
3.812,60.610,35.578,0.0,0.0,0.0,0.0,4096.0,2491.0,2384.0,17838718976.0,1310887936.0,13854765056.0,391270400.0
2.015,54.912,43.073,0.0,0.0,0.0,0.0,61440.0,9080.0,1788.0,17851658240.0,1310887936.0,13860347904.0,372748288.0
4.151,55.472,40.0,0.377,0.0,0.0,1024.0,1651712.0,4462.0,1682.0,17853411328.0,1310887936.0,13855690752.0,375652352.0
2.781,65.360,31.858,0.0,0.0,0.0,0.0,8192.0,4781.0,1992.0,17857540096.0,1310887936.0,13857275904.0,369938432.0
5.388,52.632,41.604,0.376,0.0,0.0,0.0,57344.0,16644.0,3345.0,17868996608.0,1310892032.0,13856968704.0,358785024.0
3.250,60.250,36.375,0.0,0.0,0.125,0.0,4096.0,18099.0,1670.0,17875988480.0,1310892032.0,13857107968.0,351653888.0
3.011,60.979,35.885,0.0,0.0,0.125,0.0,61440.0,2467.0,1428.0,17881903104.0,1310892032.0,13859282944.0,343564288.0
3.793,51.707,44.374,0.126,0.0,0.0,1024.0,1258496.0,7471.0,3226.0,17890848768.0,1310892032.0,13859389440.0,334512128.0
3.401,60.453,34.887,1.259,0.0,0.0,0.0,307200.0,4608.0,1600.0,17895870464.0,1310892032.0,13857161216.0,331718656.0
3.011,56.838,40.151,0.0,0.0,0.0,0.0,126976.0,9902.0,1622.0,17909923840.0,1310892032.0,13857054720.0,317771776.0
2.381,52.506,45.113,0.0,0.0,0.0,0.0,0.0,2891.0,1790.0,17910669312.0,1310892032.0,13858062336.0,316018688.0
8.260,64.080,27.660,0.0,0.0,0.0,0.0,303104.0,2799.0,1716.0,17911431168.0,1310892032.0,13857124352.0,316194816.0
9.091,51.557,39.103,0.249,0.0,0.0,1024.0,1352704.0,5586.0,2636.0,17915498496.0,1310892032.0,13854580736.0,314671104.0
3.392,64.573,31.784,0.251,0.0,0.0,0.0,221184.0,2957.0,1812.0,17915408384.0,1310892032.0,13859139584.0,310202368.0
3.358,56.592,39.677,0.373,0.0,0.0,0.0,94208.0,14570.0,1980.0,17915482112.0,1310892032.0,13858172928.0,311095296.0
