"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_13.csv -cdn -m",,,,"Date:","02 Aug 2015 20:50:46 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.165,1.315,95.930,0.580,0.000,0.010,200848.722,289247.032,0.0,0.0,17731608576.0,1743470592.0,13684318208.0,236244992.0
30.163,2.128,67.584,0.0,0.0,0.125,0.0,4096.0,31603.0,812802.0,17824055296.0,1743470592.0,13583089664.0,245026816.0
3.509,1.003,92.481,3.008,0.0,0.0,0.0,217088.0,34323.0,8262.0,17826930688.0,1743482880.0,13580488704.0,244740096.0
4.125,1.625,94.250,0.0,0.0,0.0,0.0,40960.0,4275.0,2427.0,17827069952.0,1743482880.0,13581357056.0,243732480.0
1.385,1.008,97.607,0.0,0.0,0.0,0.0,0.0,9649.0,1785.0,17827209216.0,1743482880.0,13581852672.0,243097600.0
2.264,1.761,95.346,0.629,0.0,0.0,1024.0,390144.0,6638.0,2760.0,17827049472.0,1743486976.0,13583278080.0,241827840.0
2.635,1.129,96.236,0.0,0.0,0.0,0.0,0.0,4768.0,1783.0,17831460864.0,1743486976.0,13583446016.0,237248512.0
1.136,0.884,97.222,0.758,0.0,0.0,0.0,131072.0,12032.0,2161.0,17831854080.0,1743491072.0,13595738112.0,224559104.0
2.625,2.125,95.250,0.0,0.0,0.0,0.0,5521408.0,5012.0,2881.0,17834098688.0,1743491072.0,13575065600.0,242987008.0
1.389,1.389,97.222,0.0,0.0,0.0,0.0,0.0,3633.0,1701.0,17834360832.0,1743491072.0,13595680768.0,222109696.0
1.759,1.005,96.231,1.005,0.0,0.0,0.0,200704.0,14418.0,3951.0,17833824256.0,1743491072.0,13581869056.0,236457984.0
2.503,1.126,95.119,1.252,0.0,0.0,0.0,299008.0,22054.0,2105.0,17837780992.0,1743491072.0,13573079040.0,241291264.0
1.621,1.372,96.259,0.748,0.0,0.0,0.0,81920.0,8487.0,188610.0,17842200576.0,1743491072.0,13575143424.0,234807296.0
3.0,3.0,94.0,0.0,0.0,0.0,0.0,126976.0,2964.0,1857.0,17842462720.0,1743491072.0,13574402048.0,235286528.0
1.384,0.503,98.113,0.0,0.0,0.0,0.0,0.0,3672.0,1935.0,17842450432.0,1743491072.0,13572763648.0,236937216.0
1.887,1.258,96.855,0.0,0.0,0.0,0.0,0.0,14919.0,3824.0,17842802688.0,1743491072.0,13569490944.0,239857664.0
1.884,0.754,96.859,0.503,0.0,0.0,0.0,237568.0,3420.0,1409.0,17846366208.0,1743491072.0,13568593920.0,237191168.0
1.627,1.377,95.995,1.001,0.0,0.0,1024.0,250880.0,5366.0,3041.0,17845637120.0,1743495168.0,13572849664.0,233660416.0
1.759,0.754,96.106,1.382,0.0,0.0,0.0,872448.0,4912.0,2143.0,17846116352.0,1743495168.0,13569720320.0,236310528.0
1.754,0.501,96.366,1.253,0.0,0.125,0.0,266240.0,20654.0,90394.0,17848455168.0,1743495168.0,13569978368.0,233713664.0
1.382,1.131,97.362,0.126,0.0,0.0,0.0,217088.0,6229.0,3660.0,17848532992.0,1743499264.0,13572943872.0,230666240.0
2.503,1.252,95.995,0.250,0.0,0.0,0.0,4096.0,13527.0,2839.0,17852919808.0,1743499264.0,13569064960.0,230158336.0
1.382,0.754,97.111,0.754,0.0,0.0,0.0,258048.0,13356.0,2967.0,17851912192.0,1743499264.0,13575106560.0,225124352.0
1.509,0.881,97.610,0.0,0.0,0.0,0.0,12288.0,3048.0,1913.0,17852968960.0,1743499264.0,13565968384.0,233205760.0
1.877,1.252,96.746,0.125,0.0,0.0,1024.0,168960.0,5264.0,2277.0,17853071360.0,1743499264.0,13569294336.0,229777408.0
1.382,1.005,97.362,0.251,0.0,0.0,0.0,212992.0,16580.0,53671.0,17854722048.0,1743503360.0,13569290240.0,228126720.0
2.378,1.377,95.870,0.375,0.0,0.0,0.0,4096.0,4477.0,2275.0,17859268608.0,1743503360.0,13569196032.0,223674368.0
2.008,2.133,95.358,0.502,0.0,0.0,0.0,57344.0,7866.0,1977.0,17858441216.0,1743503360.0,13551800320.0,241897472.0
1.134,1.511,97.355,0.0,0.0,0.0,0.0,0.0,5019.0,2013.0,17857830912.0,1743503360.0,13552099328.0,242208768.0
1.504,1.504,96.992,0.0,0.0,0.0,0.0,36864.0,10164.0,355988.0,17866809344.0,1743503360.0,13538217984.0,247111680.0
2.381,1.378,95.990,0.251,0.0,0.0,0.0,204800.0,26810.0,5294.0,17866244096.0,1743503360.0,13552877568.0,233017344.0
2.509,1.004,96.487,0.0,0.0,0.0,0.0,20480.0,3824.0,2651.0,17870913536.0,1743503360.0,13532073984.0,249151488.0
1.380,1.004,96.863,0.753,0.0,0.0,0.0,94208.0,24790.0,67585.0,17874325504.0,1743503360.0,13531844608.0,245968896.0
1.748,1.373,96.879,0.0,0.0,0.0,0.0,28672.0,7067.0,1921.0,17754411008.0,1743503360.0,13535649792.0,362078208.0
0.882,0.756,98.363,0.0,0.0,0.0,0.0,417792.0,10069.0,2061.0,17754226688.0,1743503360.0,13523849216.0,374063104.0
2.372,1.248,96.130,0.250,0.0,0.0,0.0,204800.0,7505.0,3200.0,17753927680.0,1743503360.0,13526814720.0,371396608.0
2.497,1.373,95.880,0.250,0.0,0.0,1024.0,107520.0,4690.0,1971.0,17758355456.0,1743503360.0,13530386432.0,363397120.0
