"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_5.csv -cdn -m",,,,"Date:","03 Aug 2015 01:02:45 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.212,1.418,95.794,0.566,0.000,0.010,202676.982,284206.816,0.0,0.0,17762144256.0,1310445568.0,13854044160.0,469008384.0
15.652,2.112,82.236,0.0,0.0,0.0,0.0,0.0,18427.0,148244.0,17826295808.0,1310445568.0,13858426880.0,400474112.0
1.256,2.010,96.734,0.0,0.0,0.0,0.0,114688.0,37054.0,447990.0,17827074048.0,1310445568.0,13860585472.0,397537280.0
1.884,1.508,91.583,5.025,0.0,0.0,1024.0,578560.0,8973.0,69309.0,17832452096.0,1310457856.0,13855940608.0,396791808.0
4.666,3.279,92.055,0.0,0.0,0.0,0.0,4096.0,8970.0,4277.0,17833472000.0,1310457856.0,13855850496.0,395862016.0
1.392,1.139,97.468,0.0,0.0,0.0,0.0,0.0,3302.0,1840.0,17832022016.0,1310457856.0,13868670976.0,384491520.0
1.633,1.005,97.362,0.0,0.0,0.0,0.0,0.0,8675.0,1548.0,17832263680.0,1310457856.0,13840875520.0,412045312.0
1.011,0.632,98.357,0.0,0.0,0.0,0.0,40960.0,2435.0,2400.0,17834074112.0,1310457856.0,13839572992.0,411537408.0
1.629,1.253,96.867,0.251,0.0,0.0,0.0,188416.0,19760.0,4112.0,17833689088.0,1310457856.0,13844275200.0,407220224.0
2.879,1.252,95.244,0.626,0.0,0.0,1024.0,168960.0,6966.0,2912.0,17833308160.0,1310457856.0,13846814720.0,405061632.0
1.380,0.627,97.992,0.0,0.0,0.0,0.0,0.0,2817.0,1362.0,17833549824.0,1310457856.0,13838573568.0,413061120.0
1.134,0.882,97.985,0.0,0.0,0.0,0.0,0.0,20813.0,2849.0,17834045440.0,1310457856.0,13839020032.0,412119040.0
1.136,1.010,97.854,0.0,0.0,0.0,0.0,5615616.0,20082.0,1758.0,17833545728.0,1310457856.0,13844799488.0,406839296.0
1.750,2.0,95.125,1.125,0.0,0.0,0.0,311296.0,5050.0,1712.0,17832906752.0,1310461952.0,13840117760.0,412155904.0
2.764,1.005,96.231,0.0,0.0,0.0,0.0,4096.0,8395.0,3014.0,17834823680.0,1310461952.0,13845278720.0,405078016.0
1.378,1.253,97.368,0.0,0.0,0.0,0.0,0.0,13628.0,2388.0,17834446848.0,1310461952.0,13856845824.0,393887744.0
1.132,0.881,97.862,0.0,0.0,0.126,0.0,0.0,9730.0,1726.0,17835085824.0,1310461952.0,13849702400.0,400392192.0
1.506,1.631,96.738,0.125,0.0,0.0,1024.0,140288.0,2534.0,1530.0,17836220416.0,1310461952.0,13852983296.0,395976704.0
9.661,1.380,88.582,0.376,0.0,0.0,0.0,245760.0,8582.0,1556.0,17835892736.0,1310461952.0,13855776768.0,393510912.0
2.267,1.008,96.725,0.0,0.0,0.0,0.0,0.0,7085.0,2970.0,17837473792.0,1310461952.0,13855903744.0,391802880.0
1.754,0.627,97.619,0.0,0.0,0.0,0.0,0.0,2899.0,3778.0,17838059520.0,1310461952.0,13849001984.0,398118912.0
1.259,1.511,97.229,0.0,0.0,0.0,0.0,0.0,19800.0,3166.0,17836580864.0,1310461952.0,13853532160.0,395067392.0
1.008,0.756,97.355,0.882,0.0,0.0,0.0,1024000.0,14117.0,1480.0,17837146112.0,1310461952.0,13853470720.0,394563584.0
