"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_6.csv -cdn -m",,,,"Date:","02 Aug 2015 16:40:04 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.201,1.325,95.857,0.607,0.000,0.010,217538.175,299894.466,0.0,0.0,17385918464.0,1736859648.0,13708099584.0,564764672.0
15.050,1.866,82.960,0.0,0.0,0.124,0.0,0.0,18739.0,652099.0,17462173696.0,1736859648.0,13710557184.0,486051840.0
4.125,2.875,93.0,0.0,0.0,0.0,0.0,0.0,7927.0,3018.0,17465303040.0,1736859648.0,13710553088.0,482926592.0
1.131,2.638,96.231,0.0,0.0,0.0,0.0,163840.0,28392.0,8571.0,17451974656.0,1736859648.0,13713678336.0,493129728.0
0.755,1.384,97.736,0.126,0.0,0.0,0.0,12288.0,11228.0,1213.0,17464684544.0,1736859648.0,13713903616.0,480194560.0
1.258,1.132,96.855,0.755,0.0,0.0,0.0,360448.0,16359.0,459739.0,17465434112.0,1736859648.0,13712568320.0,480780288.0
1.008,1.134,97.859,0.0,0.0,0.0,0.0,0.0,6257.0,2457.0,17467097088.0,1736859648.0,13709103104.0,482582528.0
2.138,1.132,96.730,0.0,0.0,0.0,0.0,0.0,6336.0,2562.0,17467342848.0,1736859648.0,13709012992.0,482426880.0
1.380,1.255,97.240,0.125,0.0,0.0,1024.0,111616.0,2512.0,1431.0,17467305984.0,1736859648.0,13709000704.0,482476032.0
0.877,1.128,97.368,0.627,0.0,0.0,0.0,69632.0,3717.0,2627.0,17467420672.0,1736859648.0,13709008896.0,482353152.0
1.008,1.008,96.851,1.134,0.0,0.0,0.0,258048.0,9737.0,131148.0,17471922176.0,1736859648.0,13709004800.0,477855744.0
0.882,1.134,97.985,0.0,0.0,0.0,0.0,0.0,10588.0,1621.0,17472212992.0,1736859648.0,13709025280.0,477544448.0
1.765,1.135,95.334,1.765,0.0,0.0,348160.0,483328.0,7317.0,2538.0,17473810432.0,1736863744.0,13709017088.0,475951104.0
1.134,1.008,97.859,0.0,0.0,0.0,0.0,16384.0,27318.0,122585.0,17474523136.0,1736863744.0,13709008896.0,475246592.0
0.630,1.008,98.363,0.0,0.0,0.0,0.0,16384.0,3076.0,1169.0,17475051520.0,1736863744.0,13708791808.0,474935296.0
1.006,1.132,97.358,0.503,0.0,0.0,0.0,196608.0,10404.0,1673.0,17474281472.0,1736863744.0,13709029376.0,475467776.0
0.882,1.134,97.859,0.126,0.0,0.0,1024.0,74752.0,3147.0,1323.0,17475297280.0,1736863744.0,13708640256.0,474841088.0
2.015,0.882,96.851,0.252,0.0,0.0,0.0,212992.0,7077.0,2896.0,17474994176.0,1736863744.0,13708644352.0,475140096.0
1.132,0.881,97.484,0.377,0.0,0.126,0.0,61440.0,7102.0,75011.0,17476198400.0,1736863744.0,13708640256.0,473939968.0
0.999,1.623,97.129,0.250,0.0,0.0,4096.0,0.0,3062.0,2039.0,17476685824.0,1736863744.0,13708636160.0,473456640.0
0.885,0.885,98.230,0.0,0.0,0.0,0.0,5509120.0,14704.0,1431.0,17476915200.0,1736863744.0,13709086720.0,472776704.0
0.506,0.633,98.861,0.0,0.0,0.0,0.0,0.0,2255.0,4471.0,17477242880.0,1736863744.0,13709094912.0,472440832.0
1.894,1.010,95.328,1.768,0.0,0.0,1024.0,246784.0,7279.0,3643.0,17479970816.0,1736863744.0,13709545472.0,469262336.0
1.129,1.380,97.491,0.0,0.0,0.0,0.0,16384.0,28740.0,85475.0,17482485760.0,1736863744.0,13709193216.0,467099648.0
0.884,2.020,96.717,0.379,0.0,0.0,0.0,57344.0,4895.0,2115.0,17483481088.0,1736863744.0,13708972032.0,466325504.0
1.004,1.129,97.867,0.0,0.0,0.0,0.0,229376.0,8382.0,1485.0,17483546624.0,1736863744.0,13708980224.0,466251776.0
1.128,1.378,97.494,0.0,0.0,0.0,0.0,0.0,6138.0,1397.0,17483767808.0,1736863744.0,13708980224.0,466030592.0
1.873,1.623,96.005,0.499,0.0,0.0,0.0,208896.0,5148.0,2316.0,17487179776.0,1736863744.0,13708988416.0,462610432.0
1.008,1.511,97.355,0.126,0.0,0.0,1024.0,58368.0,8994.0,131087.0,17489326080.0,1736863744.0,13709066240.0,460386304.0
0.878,1.380,97.491,0.251,0.0,0.0,0.0,32768.0,11494.0,4489.0,17488695296.0,1736867840.0,13709033472.0,461045760.0
1.129,1.380,97.491,0.0,0.0,0.0,0.0,69632.0,15528.0,2653.0,17489571840.0,1736867840.0,13708951552.0,460251136.0
1.380,1.129,97.491,0.0,0.0,0.0,0.0,0.0,3836.0,1555.0,17488822272.0,1736867840.0,13708951552.0,461000704.0
2.760,1.129,95.985,0.125,0.0,0.0,0.0,217088.0,6585.0,2714.0,17491292160.0,1736867840.0,13708759040.0,458723328.0
2.513,2.638,94.849,0.0,0.0,0.0,0.0,16384.0,10523.0,1973.0,17492127744.0,1736867840.0,13708763136.0,457883648.0
1.006,1.132,97.233,0.629,0.0,0.0,0.0,86016.0,11983.0,2079.0,17492930560.0,1736867840.0,13708759040.0,457084928.0
1.627,1.627,96.621,0.125,0.0,0.0,0.0,946176.0,14405.0,81008.0,17494638592.0,1736867840.0,13708754944.0,455380992.0
1.508,0.879,97.613,0.0,0.0,0.0,0.0,0.0,5406.0,1987.0,17494360064.0,1736867840.0,13708771328.0,455643136.0
2.250,1.500,95.875,0.375,0.0,0.0,0.0,229376.0,6969.0,2854.0,17497223168.0,1736867840.0,13708595200.0,452956160.0
1.631,1.129,96.989,0.251,0.0,0.0,5120.0,111616.0,4903.0,38180.0,17498472448.0,1736867840.0,13708652544.0,451649536.0
1.132,1.006,97.107,0.755,0.0,0.0,0.0,81920.0,3520.0,1833.0,17498951680.0,1736876032.0,13708664832.0,451149824.0
1.637,1.134,97.229,0.0,0.0,0.0,0.0,32768.0,10009.0,7313.0,17498189824.0,1736876032.0,13709090816.0,451485696.0
1.003,1.253,97.744,0.0,0.0,0.0,0.0,0.0,9530.0,1599.0,17498255360.0,1736876032.0,13709082624.0,451428352.0
10.553,0.754,88.191,0.503,0.0,0.0,0.0,204800.0,9256.0,93655.0,17504583680.0,1736880128.0,13708550144.0,445628416.0
2.618,1.496,95.885,0.0,0.0,0.0,0.0,172032.0,34972.0,3193.0,17503985664.0,1736880128.0,13708984320.0,445792256.0
1.502,2.378,95.620,0.501,0.0,0.0,0.0,86016.0,2178.0,1255.0,17505308672.0,1736880128.0,13709000704.0,444452864.0
1.500,1.125,97.375,0.0,0.0,0.0,0.0,36864.0,10928.0,146811.0,17508843520.0,1736880128.0,13708562432.0,441356288.0
1.004,1.255,97.742,0.0,0.0,0.0,0.0,0.0,14110.0,1389.0,17509027840.0,1736880128.0,13708206080.0,441528320.0
2.736,1.493,95.149,0.622,0.0,0.0,0.0,188416.0,5745.0,2506.0,17511923712.0,1736884224.0,13708103680.0,438730752.0
0.878,1.380,97.616,0.125,0.0,0.0,1024.0,107520.0,1786.0,1169.0,17511948288.0,1736884224.0,13708177408.0,438632448.0
1.259,0.882,96.977,0.882,0.0,0.0,0.0,98304.0,4881.0,87598.0,17513422848.0,1736892416.0,13708128256.0,437198848.0
1.625,1.0,97.250,0.0,0.0,0.125,0.0,155648.0,11171.0,1475.0,17514242048.0,1736892416.0,13708120064.0,436387840.0
1.494,1.370,97.136,0.0,0.0,0.0,0.0,0.0,7433.0,52046.0,17514991616.0,1736892416.0,13708070912.0,435687424.0
2.497,1.373,95.506,0.624,0.0,0.0,0.0,192512.0,9952.0,3589.0,17518592000.0,1736892416.0,13708066816.0,432091136.0
2.250,1.250,96.500,0.0,0.0,0.0,0.0,16384.0,23647.0,1641.0,17520709632.0,1736892416.0,13707980800.0,430059520.0
1.378,1.128,97.494,0.0,0.0,0.0,0.0,16384.0,4020.0,1389.0,17525055488.0,1736892416.0,13707882496.0,425811968.0
1.387,0.631,97.730,0.252,0.0,0.0,0.0,139264.0,11825.0,73274.0,17526497280.0,1736892416.0,13707771904.0,424480768.0
1.752,1.252,96.996,0.0,0.0,0.0,0.0,8192.0,5850.0,1559.0,17526726656.0,1736892416.0,13708234752.0,423788544.0
2.256,1.504,94.987,1.253,0.0,0.0,1024.0,328704.0,7485.0,2420.0,17518723072.0,1736892416.0,13708124160.0,431902720.0
1.385,1.511,97.103,0.0,0.0,0.0,0.0,0.0,4818.0,247703.0,17524850688.0,1736892416.0,13708107776.0,425791488.0
1.384,1.384,97.233,0.0,0.0,0.0,0.0,0.0,4119.0,3527.0,17525030912.0,1736892416.0,13708337152.0,425381888.0
1.008,1.008,95.718,2.267,0.0,0.0,0.0,409600.0,13125.0,1403.0,17525886976.0,1736892416.0,13708787712.0,424075264.0
0.756,0.882,98.363,0.0,0.0,0.0,0.0,0.0,2313.0,4505.0,17526259712.0,1736892416.0,13708795904.0,423694336.0
2.138,0.881,96.981,0.0,0.0,0.0,0.0,0.0,11789.0,70221.0,17531789312.0,1736892416.0,13708361728.0,418598912.0
3.157,2.652,93.561,0.631,0.0,0.0,1024.0,295936.0,21836.0,1973.0,17531400192.0,1736892416.0,13713256448.0,414093312.0
1.633,1.884,96.482,0.0,0.0,0.0,0.0,12288.0,17039.0,2847.0,17532231680.0,1736892416.0,13713481728.0,413036544.0
1.498,1.623,96.255,0.624,0.0,0.0,0.0,106496.0,9508.0,1555.0,17531510784.0,1736892416.0,13709488128.0,417751040.0
1.135,1.009,97.856,0.0,0.0,0.0,0.0,0.0,12649.0,13301.0,17532649472.0,1736892416.0,13708890112.0,417210368.0
6.140,2.005,88.972,2.882,0.0,0.0,4096.0,4001792.0,6078.0,2846.0,17535156224.0,1736900608.0,13708476416.0,415109120.0
1.629,1.253,96.992,0.125,0.0,0.0,1024.0,62464.0,4160.0,1473.0,17535885312.0,1736900608.0,13708152832.0,414703616.0
1.005,1.256,97.236,0.503,0.0,0.0,0.0,94208.0,6594.0,48882.0,17536974848.0,1736900608.0,13708144640.0,413622272.0
1.009,0.883,98.108,0.0,0.0,0.0,0.0,937984.0,7691.0,1475.0,17536970752.0,1736900608.0,13708148736.0,413622272.0
1.372,1.621,97.007,0.0,0.0,0.0,0.0,0.0,10377.0,1663.0,17537376256.0,1736900608.0,13708148736.0,413216768.0
2.753,1.126,94.743,1.377,0.0,0.0,0.0,528384.0,6169.0,2532.0,17539776512.0,1736908800.0,13708144640.0,410812416.0
1.132,1.006,97.862,0.0,0.0,0.0,0.0,20480.0,22185.0,2411.0,17539719168.0,1736908800.0,13708152832.0,410861568.0
0.876,1.377,97.747,0.0,0.0,0.0,0.0,16384.0,3333.0,1161.0,17539657728.0,1736908800.0,13707706368.0,411369472.0
1.132,1.132,97.358,0.377,0.0,0.0,0.0,45056.0,10101.0,1607.0,17539674112.0,1736908800.0,13707825152.0,411234304.0
1.006,1.509,97.484,0.0,0.0,0.0,0.0,0.0,5322.0,265293.0,17546231808.0,1736908800.0,13707833344.0,404668416.0
1.884,1.005,96.859,0.251,0.0,0.0,0.0,212992.0,6595.0,2538.0,17549463552.0,1736908800.0,13708267520.0,401002496.0
