"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_8.csv -cdn -m",,,,"Date:","02 Aug 2015 16:44:53 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.201,1.325,95.858,0.606,0.000,0.010,217182.681,299727.965,0.0,0.0,17482768384.0,1737031680.0,13705900032.0,469942272.0
15.337,2.369,81.047,1.247,0.0,0.0,8704.0,221696.0,19196.0,703666.0,17562587136.0,1737031680.0,13706346496.0,389677056.0
1.384,0.755,97.862,0.0,0.0,0.0,0.0,0.0,10334.0,2471.0,17564499968.0,1737031680.0,13708427264.0,385683456.0
2.117,1.494,96.389,0.0,0.0,0.0,0.0,0.0,8666.0,4071.0,17565704192.0,1737031680.0,13706199040.0,386707456.0
2.122,1.124,96.754,0.0,0.0,0.0,0.0,0.0,20716.0,1337.0,17568772096.0,1737031680.0,13706313728.0,383524864.0
1.382,2.136,96.231,0.251,0.0,0.0,0.0,278528.0,9678.0,427451.0,17568706560.0,1737031680.0,13706313728.0,383590400.0
1.619,1.743,96.264,0.374,0.0,0.0,1024.0,242688.0,6017.0,6665.0,17568509952.0,1737031680.0,13706317824.0,383782912.0
1.380,1.255,97.365,0.0,0.0,0.0,0.0,4096.0,8142.0,1539.0,17568423936.0,1737031680.0,13706321920.0,383864832.0
2.618,1.621,95.761,0.0,0.0,0.0,0.0,0.0,13912.0,217612.0,17571622912.0,1737031680.0,13706539008.0,380448768.0
2.128,1.252,96.621,0.0,0.0,0.0,0.0,0.0,3840.0,1519.0,17574535168.0,1737031680.0,13706530816.0,377544704.0
1.126,1.252,96.871,0.751,0.0,0.0,4096.0,241664.0,3838.0,2545.0,17574993920.0,1737031680.0,13706334208.0,377282560.0
1.625,1.625,95.250,1.500,0.0,0.0,0.0,192512.0,4754.0,2413.0,17574494208.0,1737031680.0,13706833920.0,377282560.0
1.494,1.370,96.015,0.996,0.0,0.125,5120.0,29696.0,13598.0,1545.0,17574645760.0,1737031680.0,13706690560.0,377274368.0
1.627,1.627,96.746,0.0,0.0,0.0,0.0,0.0,9012.0,5512.0,17576218624.0,1737031680.0,13706641408.0,375750656.0
2.005,1.128,96.867,0.0,0.0,0.0,0.0,0.0,13590.0,1981.0,17579134976.0,1737031680.0,13706637312.0,372838400.0
1.995,2.618,95.012,0.374,0.0,0.0,0.0,249856.0,17120.0,220491.0,17581170688.0,1737031680.0,13706645504.0,370794496.0
3.262,2.384,93.350,1.004,0.0,0.0,0.0,102400.0,10791.0,1935.0,17580023808.0,1737031680.0,13706698752.0,371888128.0
1.128,1.128,97.744,0.0,0.0,0.0,0.0,0.0,15867.0,2635.0,17579995136.0,1737031680.0,13706694656.0,371920896.0
2.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,5227.0,2278.0,17581387776.0,1737031680.0,13706698752.0,370524160.0
