"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_1.csv -cdn -m",,,,"Date:","03 Aug 2015 01:07:21 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.213,1.443,95.769,0.565,0.000,0.010,202411.284,284248.412,0.0,0.0,17761157120.0,1310593024.0,13849022464.0,474869760.0
10.593,13.619,75.788,0.0,0.0,0.0,0.0,376832.0,4769.0,2572.0,17817841664.0,1310593024.0,13844504576.0,422703104.0
3.283,19.192,76.263,1.263,0.0,0.0,0.0,688128.0,6434.0,2682.0,17821356032.0,1310593024.0,13844549632.0,419143680.0
1.502,19.399,79.099,0.0,0.0,0.0,0.0,4096.0,3648.0,1722.0,17821769728.0,1310593024.0,13841469440.0,421810176.0
1.494,19.801,78.082,0.623,0.0,0.0,0.0,102400.0,1820.0,1186.0,17821270016.0,1310593024.0,13843017728.0,420761600.0
1.121,21.793,76.961,0.125,0.0,0.0,0.0,376832.0,10165.0,2509.0,17823485952.0,1310593024.0,13841022976.0,420540416.0
1.375,21.500,77.125,0.0,0.0,0.0,1024.0,58368.0,20839.0,1246.0,17823866880.0,1310593024.0,13837975552.0,423206912.0
2.008,21.957,75.533,0.502,0.0,0.0,0.0,548864.0,12781.0,10046.0,17831129088.0,1310593024.0,13838094336.0,415825920.0
1.004,19.824,79.172,0.0,0.0,0.0,0.0,0.0,2030.0,1188.0,17832677376.0,1310593024.0,13840326656.0,412045312.0
1.500,20.125,78.375,0.0,0.0,0.0,0.0,315392.0,2795.0,1412.0,17837445120.0,1310593024.0,13842894848.0,404709376.0
3.254,19.650,77.096,0.0,0.0,0.0,0.0,864256.0,9528.0,1322.0,17840324608.0,1310593024.0,13842976768.0,401747968.0
1.498,19.850,78.402,0.125,0.0,0.125,1024.0,603136.0,3006.0,1464.0,17844092928.0,1310593024.0,13838065664.0,402890752.0
2.242,20.797,76.090,0.872,0.0,0.0,12288.0,401408.0,11569.0,3044.0,17847570432.0,1310593024.0,13843673088.0,393805824.0
1.128,21.554,77.318,0.0,0.0,0.0,0.0,315392.0,2687.0,1488.0,17852407808.0,1310593024.0,13844914176.0,387727360.0
0.756,21.159,78.086,0.0,0.0,0.0,0.0,315392.0,12231.0,1332.0,17855860736.0,1310593024.0,13842247680.0,386940928.0
1.131,21.608,77.261,0.0,0.0,0.0,0.0,315392.0,13884.0,1412.0,17858822144.0,1310593024.0,13841113088.0,385114112.0
1.372,20.698,77.805,0.125,0.0,0.0,1024.0,140288.0,8449.0,1340.0,17861926912.0,1310593024.0,13839978496.0,383143936.0
2.005,20.050,77.694,0.251,0.0,0.0,0.0,516096.0,13955.0,2134.0,17866797056.0,1310593024.0,13843177472.0,375074816.0
1.001,20.025,78.974,0.0,0.0,0.0,0.0,4096.0,2072.0,1246.0,17870565376.0,1310593024.0,13840543744.0,373940224.0
1.370,20.423,78.082,0.125,0.0,0.0,0.0,315392.0,3338.0,1616.0,17875406848.0,1310593024.0,13840543744.0,369098752.0
1.122,21.197,77.681,0.0,0.0,0.0,0.0,0.0,8893.0,1456.0,17875742720.0,1310593024.0,13843230720.0,366075904.0
1.115,23.172,75.589,0.124,0.0,0.0,1024.0,148480.0,3481.0,2578.0,17879355392.0,1310593024.0,13843173376.0,362520576.0
2.488,22.388,74.627,0.498,0.0,0.0,0.0,626688.0,7157.0,2558.0,17887989760.0,1310593024.0,13840506880.0,356552704.0
1.253,20.301,78.446,0.0,0.0,0.0,0.0,0.0,3522.0,1412.0,17891495936.0,1310593024.0,13840683008.0,352870400.0
1.001,20.526,78.473,0.0,0.0,0.0,0.0,4096.0,2999.0,1254.0,17895538688.0,1310593024.0,13843439616.0,346071040.0
1.125,19.875,79.0,0.0,0.0,0.0,0.0,315392.0,15267.0,4312.0,17900290048.0,1310593024.0,13842935808.0,341823488.0
1.750,18.625,78.500,1.125,0.0,0.0,1024.0,1061888.0,26458.0,1868.0,17903271936.0,1310593024.0,13851340800.0,330436608.0
2.622,22.472,74.407,0.499,0.0,0.0,315392.0,192512.0,7044.0,4443.0,17897902080.0,1310593024.0,13853409280.0,333737984.0
2.008,20.577,77.415,0.0,0.0,0.0,0.0,315392.0,4472.0,1614.0,17898762240.0,1310593024.0,13851820032.0,334467072.0
1.866,21.269,76.866,0.0,0.0,0.0,0.0,0.0,3003.0,1554.0,17902542848.0,1310593024.0,13852323840.0,330182656.0
2.868,22.943,74.190,0.0,0.0,0.0,0.0,319488.0,9341.0,1490.0,17907322880.0,1310593024.0,13852770304.0,324956160.0
1.494,21.046,76.837,0.623,0.0,0.0,0.0,147456.0,8347.0,2486.0,17906737152.0,1310593024.0,13855760384.0,322551808.0
3.745,22.722,73.034,0.499,0.0,0.0,1024.0,992256.0,6138.0,2908.0,17914011648.0,1310593024.0,13857816576.0,313221120.0
1.001,20.776,78.223,0.0,0.0,0.0,0.0,315392.0,3399.0,1906.0,17917198336.0,1310593024.0,13859106816.0,308744192.0
1.003,19.674,79.323,0.0,0.0,0.0,0.0,4096.0,6495.0,1216.0,17920741376.0,1310593024.0,13856780288.0,307527680.0
1.621,20.075,78.180,0.0,0.0,0.125,0.0,315392.0,10529.0,2597.0,17924706304.0,1310593024.0,13858631680.0,301711360.0
1.132,19.371,78.113,1.384,0.0,0.0,0.0,262144.0,18581.0,1654.0,17928273920.0,1310605312.0,13863886848.0,292876288.0
2.023,20.986,75.601,1.391,0.0,0.0,1024.0,1700864.0,5375.0,2748.0,17928626176.0,1310613504.0,13860679680.0,295723008.0
1.004,21.706,77.164,0.125,0.0,0.0,0.0,630784.0,3401.0,1326.0,17934401536.0,1310613504.0,13858062336.0,292564992.0
1.625,20.500,77.875,0.0,0.0,0.0,0.0,0.0,4302.0,2024.0,17937686528.0,1310613504.0,13860085760.0,287256576.0
1.625,20.0,78.375,0.0,0.0,0.0,0.0,630784.0,12449.0,9313.0,17940787200.0,1310613504.0,13857308672.0,286932992.0
3.875,21.750,73.0,1.375,0.0,0.0,8192.0,1658880.0,11547.0,5327.0,17949646848.0,1310617600.0,13861478400.0,273899520.0
12.907,24.060,61.153,1.880,0.0,0.0,1024.0,3404800.0,11225.0,3764.0,17943674880.0,1310617600.0,13853712384.0,287637504.0
1.506,21.832,76.035,0.627,0.0,0.0,0.0,688128.0,2383.0,1488.0,17944842240.0,1310621696.0,13853327360.0,286851072.0
