"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_12.csv -cdn -m",,,,"Date:","02 Aug 2015 16:54:24 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.200,1.326,95.859,0.605,0.000,0.010,216474.650,299268.089,0.0,0.0,17506594816.0,1737310208.0,13710495744.0,441241600.0
21.914,1.889,76.196,0.0,0.0,0.0,0.0,0.0,27946.0,1023411.0,17595346944.0,1737310208.0,13708398592.0,354586624.0
3.121,1.373,95.256,0.250,0.0,0.0,0.0,294912.0,11044.0,7453.0,17600741376.0,1737310208.0,13710041088.0,347549696.0
1.619,1.743,96.389,0.249,0.0,0.0,1024.0,58368.0,24143.0,63105.0,17601658880.0,1737310208.0,13708083200.0,348590080.0
1.132,1.006,97.862,0.0,0.0,0.0,0.0,12288.0,6576.0,8503.0,17601867776.0,1737310208.0,13708230656.0,348233728.0
1.259,2.141,96.599,0.0,0.0,0.0,0.0,143360.0,10177.0,2237.0,17604632576.0,1737310208.0,13708382208.0,345317376.0
0.877,1.629,96.742,0.752,0.0,0.0,0.0,69632.0,6740.0,1867.0,17603014656.0,1737310208.0,13708337152.0,346980352.0
2.114,1.866,95.522,0.498,0.0,0.0,0.0,167936.0,7310.0,15875.0,17607188480.0,1737310208.0,13708337152.0,342806528.0
0.378,1.387,98.235,0.0,0.0,0.0,1024.0,62464.0,2515.0,1609.0,17607262208.0,1737310208.0,13708324864.0,342745088.0
1.377,1.377,97.121,0.0,0.0,0.125,0.0,0.0,3712.0,2887.0,17608523776.0,1737310208.0,13707984896.0,341823488.0
1.380,0.878,97.742,0.0,0.0,0.0,0.0,53248.0,15514.0,1397.0,17608159232.0,1737310208.0,13708222464.0,341950464.0
1.377,1.252,96.996,0.375,0.0,0.0,0.0,40960.0,7982.0,282543.0,17608531968.0,1737310208.0,13708087296.0,341712896.0
2.125,1.375,96.125,0.375,0.0,0.0,0.0,221184.0,6673.0,2860.0,17612259328.0,1737310208.0,13708152832.0,337920000.0
1.136,1.010,97.854,0.0,0.0,0.0,0.0,126976.0,10942.0,1719.0,17612685312.0,1737310208.0,13708369920.0,337276928.0
1.125,1.750,97.125,0.0,0.0,0.0,0.0,16384.0,13616.0,148511.0,17612808192.0,1737310208.0,13708316672.0,337207296.0
0.995,2.363,96.642,0.0,0.0,0.0,0.0,876544.0,13299.0,2215.0,17612877824.0,1737310208.0,13708550144.0,336904192.0
