"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_4.csv -cdn -m",,,,"Date:","02 Aug 2015 11:03:45 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.166,1.099,96.117,0.609,0.000,0.009,184893.282,299954.198,0.0,0.0,15932809216.0,1674973184.0,13086728192.0,2701131776.0
15.056,7.528,77.164,0.125,0.0,0.125,16384.0,139264.0,12993.0,7756.0,15994974208.0,1674973184.0,13087080448.0,2638614528.0
1.009,13.115,85.498,0.378,0.0,0.0,0.0,1236992.0,17261.0,6297.0,15998275584.0,1674973184.0,13087076352.0,2635317248.0
1.128,13.534,85.338,0.0,0.0,0.0,0.0,16384.0,21150.0,3547.0,15998525440.0,1674973184.0,13087080448.0,2635063296.0
1.255,13.676,84.567,0.502,0.0,0.0,78848.0,590848.0,9955.0,4424.0,16005660672.0,1674973184.0,13087084544.0,2627923968.0
1.119,13.557,85.075,0.249,0.0,0.0,45056.0,0.0,2455.0,2133.0,16005808128.0,1674973184.0,13087096832.0,2627764224.0
1.757,13.425,82.811,2.008,0.0,0.0,33792.0,1328128.0,8330.0,5650.0,16005992448.0,1674973184.0,13093888000.0,2620788736.0
1.006,13.585,83.899,1.509,0.0,0.0,282624.0,851968.0,5573.0,4845.0,16008171520.0,1674973184.0,13094129664.0,2618368000.0
1.500,13.625,84.625,0.250,0.0,0.0,9216.0,242688.0,8096.0,3319.0,16007602176.0,1674973184.0,13094445056.0,2618621952.0
1.250,14.0,84.750,0.0,0.0,0.0,0.0,45056.0,6771.0,4950.0,16008495104.0,1674973184.0,13087539200.0,2624634880.0
1.623,13.358,84.769,0.250,0.0,0.0,9216.0,312320.0,3053.0,2739.0,16011780096.0,1674973184.0,13087555584.0,2621333504.0
2.138,13.082,83.270,1.509,0.0,0.0,49152.0,1396736.0,11199.0,8029.0,16013070336.0,1674973184.0,13087617024.0,2619981824.0
1.868,14.197,82.939,0.996,0.0,0.0,1024.0,1143808.0,39796.0,3163.0,16019300352.0,1674973184.0,13093400576.0,2607968256.0
1.128,13.534,85.088,0.251,0.0,0.0,12288.0,12288.0,5727.0,4874.0,16019345408.0,1674973184.0,13087784960.0,2613538816.0
1.245,13.823,84.060,0.872,0.0,0.0,4096.0,782336.0,11886.0,3223.0,16020504576.0,1674973184.0,13087608832.0,2612555776.0
1.001,13.016,85.982,0.0,0.0,0.0,0.0,0.0,2151.0,2285.0,16020635648.0,1674973184.0,13087571968.0,2612461568.0
2.256,13.409,83.835,0.501,0.0,0.0,0.0,724992.0,9592.0,7351.0,16021889024.0,1674981376.0,13087567872.0,2611204096.0
1.509,13.711,83.899,0.881,0.0,0.0,9216.0,1057792.0,2709.0,2361.0,16024829952.0,1674981376.0,13087576064.0,2608254976.0
1.641,13.510,84.343,0.505,0.0,0.0,13312.0,160768.0,45493.0,7871.0,16027746304.0,1674981376.0,13104476160.0,2588438528.0
1.759,13.317,84.548,0.377,0.0,0.0,5120.0,160768.0,24862.0,7504.0,16030773248.0,1674981376.0,13098508288.0,2591379456.0
0.879,13.317,85.050,0.754,0.0,0.0,45056.0,28672.0,4067.0,4866.0,16030588928.0,1674981376.0,13098434560.0,2591637504.0
2.267,12.972,78.086,6.675,0.0,0.0,9216.0,1541120.0,13211.0,7709.0,16031723520.0,1674985472.0,13088161792.0,2600771584.0
1.385,14.106,80.856,3.652,0.0,0.0,45056.0,1318912.0,28543.0,11336.0,16033521664.0,1674989568.0,13093064704.0,2594066432.0
1.385,14.232,84.131,0.126,0.0,0.126,2048.0,1607680.0,20338.0,14922.0,16040382464.0,1674989568.0,13090918400.0,2589351936.0
2.141,14.861,82.997,0.0,0.0,0.0,40448.0,744960.0,15816.0,4355.0,16039604224.0,1674989568.0,13097115648.0,2583932928.0
1.880,13.409,84.461,0.251,0.0,0.0,8192.0,0.0,9080.0,8963.0,16040710144.0,1674989568.0,13093277696.0,2586664960.0
8.647,14.411,76.692,0.251,0.0,0.0,9216.0,910336.0,18600.0,10454.0,16042917888.0,1674989568.0,13108969472.0,2568765440.0
9.975,13.889,74.116,2.020,0.0,0.0,9216.0,918528.0,45165.0,14145.0,16043724800.0,1674989568.0,13101232128.0,2575695872.0
