"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_9.csv -cdn -m",,,,"Date:","03 Aug 2015 11:56:21 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
1.572,2.023,88.926,7.440,0.0,0.038,5112198.552,1505299.910,0.0,0.0,14700584960.0,2553319424.0,5162647552.0,10979090432.0
15.500,2.500,71.0,10.875,0.0,0.125,593920.0,36864.0,25560.0,1070979.0,14772133888.0,2553319424.0,5165424640.0,10904764416.0
1.131,0.503,85.427,12.940,0.0,0.0,516096.0,2936832.0,11994.0,1222.0,14773485568.0,2553344000.0,5168488448.0,10900324352.0
1.004,0.627,86.449,11.920,0.0,0.0,610304.0,0.0,24373.0,442.0,14775140352.0,2553344000.0,5166460928.0,10900697088.0
1.496,1.122,85.536,11.845,0.0,0.0,630784.0,0.0,5392.0,1048.0,14774788096.0,2553344000.0,5163700224.0,10903810048.0
1.121,1.743,85.430,11.706,0.0,0.0,647168.0,0.0,1838.0,596.0,14777786368.0,2553344000.0,5164777472.0,10899734528.0
1.500,1.0,85.750,11.750,0.0,0.0,586752.0,58368.0,3161.0,1566.0,14777466880.0,2553344000.0,5162930176.0,10901901312.0
0.998,0.998,84.913,12.968,0.0,0.125,532480.0,2973696.0,106872.0,898.0,14777634816.0,2553364480.0,5164666880.0,10899976192.0
0.999,0.999,86.017,11.985,0.0,0.0,659456.0,0.0,4116.0,416.0,14778253312.0,2553364480.0,5165436928.0,10898587648.0
1.131,0.503,86.307,12.060,0.0,0.0,630784.0,0.0,2346.0,800.0,14777384960.0,2553364480.0,5165862912.0,10899030016.0
1.248,1.124,85.768,11.860,0.0,0.0,651264.0,0.0,9311.0,1970.0,14777487360.0,2553364480.0,5163544576.0,10901245952.0
1.003,1.378,85.589,12.030,0.0,0.0,729088.0,32768.0,2402.0,804.0,14777810944.0,2553499648.0,5164326912.0,10900004864.0
1.121,1.245,85.430,12.204,0.0,0.0,503808.0,3141632.0,5193.0,930.0,14777413632.0,2553524224.0,5165461504.0,10899243008.0
0.753,1.004,86.324,11.920,0.0,0.0,606208.0,4096.0,16325.0,7846.0,14778179584.0,2553524224.0,5165498368.0,10898440192.0
1.489,1.241,84.988,12.035,0.0,0.248,634880.0,4096.0,3543.0,608.0,14777839616.0,2553524224.0,5166288896.0,10897989632.0
1.004,1.380,85.822,11.794,0.0,0.0,577536.0,0.0,4681.0,20622.0,14778834944.0,2553524224.0,5167501312.0,10895781888.0
1.625,0.625,85.250,12.500,0.0,0.0,160768.0,87040.0,3502.0,564.0,14778990592.0,2553524224.0,5168607232.0,10894520320.0
1.124,0.874,84.395,13.608,0.0,0.0,282624.0,4427776.0,26299.0,2706.0,14778576896.0,2553544704.0,5168652288.0,10894868480.0
1.0,1.500,84.875,12.625,0.0,0.0,221184.0,3162112.0,63848.0,488.0,14778220544.0,2553544704.0,5169098752.0,10894778368.0
1.247,1.247,79.052,18.454,0.0,0.0,499712.0,696320.0,6633.0,670.0,14778662912.0,2553544704.0,5168046080.0,10895388672.0
0.998,0.873,81.421,16.584,0.0,0.125,479232.0,1118208.0,1221.0,194.0,14778535936.0,2553544704.0,5168680960.0,10894880768.0
1.500,1.125,83.375,13.875,0.0,0.125,413696.0,1855488.0,6022.0,1558.0,14778568704.0,2553544704.0,5170503680.0,10893025280.0
1.250,0.625,80.0,18.125,0.0,0.0,393216.0,2912256.0,35428.0,740.0,14777827328.0,2553565184.0,5171343360.0,10892906496.0
1.743,1.245,78.954,18.057,0.0,0.0,455680.0,1885184.0,4172.0,1226.0,14778310656.0,2553565184.0,5171724288.0,10892042240.0
0.627,0.877,85.714,12.657,0.0,0.125,536576.0,1101824.0,1557.0,426.0,14779432960.0,2553565184.0,5172695040.0,10889949184.0
1.258,0.881,85.786,12.075,0.0,0.0,425984.0,1978368.0,4303.0,890.0,14779531264.0,2553565184.0,5172068352.0,10890477568.0
1.0,0.875,81.375,16.750,0.0,0.0,393216.0,1536000.0,945.0,194.0,14779764736.0,2553565184.0,5172785152.0,10889527296.0
1.377,0.626,85.732,12.265,0.0,0.0,462848.0,2932736.0,56816.0,5016.0,14779445248.0,2553577472.0,5172690944.0,10889928704.0
0.996,0.623,81.071,17.186,0.0,0.125,135168.0,53248.0,46821.0,778.0,14779383808.0,2553585664.0,5174652928.0,10888019968.0
0.878,1.129,86.073,11.920,0.0,0.0,548864.0,0.0,2350.0,606.0,14779760640.0,2553585664.0,5172916224.0,10889379840.0
1.122,1.122,85.786,11.970,0.0,0.0,651264.0,0.0,2101.0,446.0,14779830272.0,2553585664.0,5173661696.0,10888564736.0
3.117,2.618,82.419,11.845,0.0,0.0,622592.0,28672.0,2606.0,680.0,14779494400.0,2553585664.0,5176356864.0,10886205440.0
1.125,1.250,85.375,12.250,0.0,0.0,602112.0,2560000.0,5296.0,522.0,14779633664.0,2553597952.0,5175144448.0,10887266304.0
1.500,0.875,84.125,13.500,0.0,0.0,495616.0,131072.0,10819.0,1906.0,14779396096.0,2553618432.0,5176098816.0,10886529024.0
1.121,1.121,85.803,11.831,0.0,0.125,659456.0,0.0,1952.0,304.0,14779879424.0,2553618432.0,5176442880.0,10885701632.0
