"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_9.csv -cdn -m",,,,"Date:","02 Aug 2015 16:47:14 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.200,1.326,95.858,0.606,0.000,0.010,217006.970,299613.068,0.0,0.0,17441034240.0,1737072640.0,13706379264.0,511156224.0
16.105,1.998,81.648,0.0,0.0,0.250,0.0,0.0,28781.0,1154338.0,17526681600.0,1737072640.0,13708496896.0,423391232.0
2.267,1.259,95.970,0.504,0.0,0.0,0.0,307200.0,9128.0,4300.0,17533726720.0,1737072640.0,13708779520.0,416063488.0
0.878,1.129,97.867,0.125,0.0,0.0,1024.0,62464.0,22642.0,1633.0,17535471616.0,1737072640.0,13706649600.0,416448512.0
1.261,1.009,97.730,0.0,0.0,0.0,0.0,16384.0,9375.0,211105.0,17535328256.0,1737072640.0,13706645504.0,416595968.0
1.132,1.384,95.597,1.887,0.0,0.0,0.0,212992.0,12777.0,2023.0,17535619072.0,1737072640.0,13706645504.0,416305152.0
1.138,0.759,98.104,0.0,0.0,0.0,0.0,0.0,3437.0,1407.0,17535062016.0,1737072640.0,13706653696.0,416854016.0
2.130,1.253,96.241,0.376,0.0,0.0,0.0,212992.0,6145.0,2614.0,17531760640.0,1737072640.0,13706424320.0,420384768.0
1.134,1.259,97.481,0.126,0.0,0.0,1024.0,58368.0,5637.0,1815.0,17531633664.0,1737072640.0,13706645504.0,420290560.0
1.131,1.256,97.362,0.251,0.0,0.0,0.0,53248.0,3829.0,2255.0,17531531264.0,1737076736.0,13706645504.0,420388864.0
3.266,1.005,95.729,0.0,0.0,0.0,0.0,573440.0,9785.0,1549.0,17530757120.0,1737076736.0,13706657792.0,421150720.0
0.881,1.006,98.113,0.0,0.0,0.0,0.0,0.0,2367.0,1403.0,17531121664.0,1737076736.0,13706432512.0,421011456.0
2.013,0.881,96.101,1.006,0.0,0.0,0.0,573440.0,6784.0,3611.0,17534935040.0,1737076736.0,13706665984.0,416964608.0
