"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_21.csv -cdn -m",,,,"Date:","02 Aug 2015 21:22:41 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.167,1.401,95.841,0.581,0.000,0.010,211706.914,290514.626,0.0,0.0,17707786240.0,1742331904.0,13279113216.0,666411008.0
20.075,8.657,70.640,0.627,0.0,0.0,557056.0,274432.0,14158.0,7429.0,17822597120.0,1742331904.0,13285879808.0,544833536.0
1.006,13.333,84.780,0.881,0.0,0.0,1024.0,730112.0,22243.0,4761.0,17823416320.0,1742331904.0,13292724224.0,537169920.0
0.754,13.945,85.302,0.0,0.0,0.0,1024.0,148480.0,12977.0,6411.0,17823780864.0,1742331904.0,13293531136.0,535998464.0
0.498,14.446,85.056,0.0,0.0,0.0,1024.0,197632.0,18011.0,6047.0,17822945280.0,1742331904.0,13286461440.0,543903744.0
1.380,13.300,85.320,0.0,0.0,0.0,0.0,167936.0,26533.0,6622.0,17826275328.0,1742331904.0,13286686720.0,540348416.0
15.578,14.698,69.472,0.251,0.0,0.0,0.0,249856.0,83913.0,9617.0,17826631680.0,1742331904.0,13293780992.0,532897792.0
0.881,13.711,85.031,0.252,0.0,0.126,1024.0,848896.0,8567.0,14553.0,17827004416.0,1742331904.0,13288632320.0,537673728.0
0.876,14.018,83.479,1.627,0.0,0.0,0.0,77824.0,24679.0,3107.0,17827254272.0,1742331904.0,13293563904.0,532492288.0
0.876,13.892,85.106,0.125,0.0,0.0,5120.0,263168.0,13797.0,6029.0,17834942464.0,1742331904.0,13293883392.0,524484608.0
1.993,13.823,84.060,0.125,0.0,0.0,1024.0,197632.0,18306.0,3354.0,17838460928.0,1742331904.0,13283000320.0,531849216.0
0.377,13.082,86.415,0.126,0.0,0.0,1024.0,173056.0,9670.0,3357.0,17838891008.0,1742331904.0,13280759808.0,533659648.0
0.749,13.983,84.894,0.375,0.0,0.0,0.0,811008.0,10978.0,4017.0,17838682112.0,1742331904.0,13279731712.0,534896640.0
1.873,13.983,83.146,0.999,0.0,0.0,4096.0,1146880.0,12097.0,1541.0,17854832640.0,1742331904.0,13283393536.0,515084288.0
1.763,13.728,84.509,0.0,0.0,0.0,0.0,0.0,1269.0,943.0,17855021056.0,1742331904.0,13336961024.0,461328384.0
1.513,13.745,84.615,0.126,0.0,0.0,5120.0,226304.0,12221.0,3017.0,17858568192.0,1742331904.0,13340909568.0,453832704.0
0.874,13.983,84.894,0.250,0.0,0.0,1024.0,144384.0,18994.0,951.0,17859596288.0,1742331904.0,13291048960.0,502665216.0
0.378,13.098,79.471,7.053,0.0,0.0,0.0,1122304.0,6955.0,2135.0,17859776512.0,1742336000.0,13282652160.0,510877696.0
0.751,13.141,86.108,0.0,0.0,0.0,0.0,20480.0,3002.0,1865.0,17859391488.0,1742336000.0,13283545088.0,510369792.0
0.253,13.021,86.726,0.0,0.0,0.0,1024.0,349184.0,1417.0,1099.0,17860411392.0,1742336000.0,13277954048.0,514940928.0
1.752,13.267,84.981,0.0,0.0,0.0,0.0,311296.0,11572.0,1740.0,17863245824.0,1742336000.0,13277659136.0,512401408.0
0.502,13.551,85.696,0.251,0.0,0.0,1024.0,218112.0,1671.0,1033.0,17863397376.0,1742336000.0,13283094528.0,506814464.0
0.751,13.267,85.106,0.751,0.0,0.125,0.0,987136.0,1942.0,2017.0,17864175616.0,1742336000.0,13280530432.0,508600320.0
1.001,13.392,84.606,1.001,0.0,0.0,1024.0,386048.0,3511.0,1551.0,17863802880.0,1742336000.0,13281275904.0,508227584.0
3.121,14.607,82.272,0.0,0.0,0.0,0.0,0.0,18086.0,3873.0,17863618560.0,1742336000.0,13283872768.0,505815040.0
2.771,13.350,83.879,0.0,0.0,0.0,4096.0,618496.0,4438.0,2906.0,17867599872.0,1742336000.0,13283827712.0,501878784.0
0.375,13.483,86.142,0.0,0.0,0.0,0.0,0.0,11047.0,1057.0,17868410880.0,1742336000.0,13279715328.0,505180160.0
8.897,13.659,76.065,1.253,0.0,0.125,1024.0,1307648.0,10015.0,2245.0,17868759040.0,1742340096.0,13284315136.0,500228096.0
2.882,13.409,83.709,0.0,0.0,0.0,0.0,12288.0,1653.0,1017.0,17869254656.0,1742340096.0,13279629312.0,504418304.0
1.504,14.160,84.211,0.125,0.0,0.0,1024.0,238592.0,2445.0,1033.0,17869725696.0,1742340096.0,13279576064.0,504000512.0
1.255,13.300,85.445,0.0,0.0,0.0,0.0,49152.0,10744.0,1808.0,17872429056.0,1742340096.0,13278994432.0,501878784.0
0.376,13.174,86.449,0.0,0.0,0.0,0.0,0.0,2716.0,1785.0,17872334848.0,1742340096.0,13279105024.0,501862400.0
0.378,12.469,85.642,1.511,0.0,0.0,1024.0,558080.0,5053.0,875.0,17873481728.0,1742340096.0,13279109120.0,500711424.0
0.375,13.125,85.750,0.750,0.0,0.0,0.0,49152.0,1319.0,1075.0,17873600512.0,1742340096.0,13279117312.0,500584448.0
0.623,13.591,85.661,0.125,0.0,0.0,5120.0,365568.0,2959.0,943.0,17873604608.0,1742340096.0,13279121408.0,500576256.0
1.387,13.241,84.868,0.504,0.0,0.0,3072.0,2145280.0,17229.0,2012.0,17876955136.0,1742340096.0,13279318016.0,497029120.0
0.872,13.948,84.433,0.623,0.0,0.125,1024.0,295936.0,21976.0,2025.0,17878487040.0,1742340096.0,13279309824.0,495505408.0
0.501,13.033,86.341,0.125,0.0,0.0,1024.0,459776.0,2382.0,1603.0,17878749184.0,1742340096.0,13279322112.0,495230976.0
0.373,13.930,84.950,0.746,0.0,0.0,0.0,81920.0,3477.0,1561.0,17878716416.0,1742340096.0,13279227904.0,495357952.0
0.753,13.049,86.198,0.0,0.0,0.0,0.0,0.0,7566.0,1033.0,17878773760.0,1742340096.0,13279170560.0,495357952.0
2.250,13.875,83.250,0.625,0.0,0.0,1024.0,607232.0,5930.0,1962.0,17918648320.0,1742340096.0,13302349824.0,432304128.0
