"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_14.csv -cdn -m",,,,"Date:","02 Aug 2015 20:53:27 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.169,1.315,95.926,0.580,0.000,0.010,200718.094,289176.194,0.0,0.0,17928941568.0,1743884288.0,13376458752.0,346357760.0
21.411,2.393,75.819,0.378,0.0,0.0,0.0,176128.0,27321.0,857181.0,18020204544.0,1743884288.0,13398708224.0,232845312.0
3.522,2.893,92.956,0.629,0.0,0.0,0.0,102400.0,5423.0,3377.0,18022551552.0,1743884288.0,13398675456.0,230531072.0
2.396,1.639,95.965,0.0,0.0,0.0,0.0,40960.0,12407.0,2643.0,18022772736.0,1743884288.0,13385728000.0,243257344.0
2.509,2.133,95.232,0.125,0.0,0.0,1024.0,95232.0,4546.0,2196.0,18021818368.0,1743884288.0,13396361216.0,233578496.0
1.266,0.380,98.354,0.0,0.0,0.0,0.0,0.0,5966.0,2461.0,18021040128.0,1743884288.0,13395705856.0,235012096.0
2.136,1.759,95.729,0.251,0.0,0.126,0.0,249856.0,22639.0,17871.0,18022457344.0,1743884288.0,13393895424.0,235405312.0
1.504,1.754,96.742,0.0,0.0,0.0,0.0,0.0,3687.0,2135.0,18025844736.0,1743884288.0,13392650240.0,233263104.0
0.884,0.505,97.222,1.389,0.0,0.0,0.0,122880.0,14921.0,1971.0,18024734720.0,1743892480.0,13363937280.0,263077888.0
1.884,0.754,97.362,0.0,0.0,0.0,0.0,0.0,6605.0,1964.0,18029527040.0,1743892480.0,13363589120.0,258633728.0
2.013,1.509,96.352,0.126,0.0,0.0,1024.0,230400.0,11707.0,2243.0,18028052480.0,1743892480.0,13363286016.0,260411392.0
1.392,1.013,97.215,0.380,0.0,0.0,0.0,217088.0,11103.0,1801.0,18028011520.0,1743892480.0,13392924672.0,230813696.0
1.375,1.250,97.375,0.0,0.0,0.0,0.0,0.0,4286.0,1449.0,18028634112.0,1743892480.0,13392924672.0,230191104.0
1.139,0.633,97.215,1.013,0.0,0.0,0.0,69632.0,12189.0,2429.0,18029277184.0,1743892480.0,13384155136.0,238317568.0
2.015,1.385,96.599,0.0,0.0,0.0,0.0,0.0,7142.0,2908.0,18031370240.0,1743892480.0,13373554688.0,246824960.0
2.897,2.015,95.088,0.0,0.0,0.0,0.0,0.0,4413.0,2285.0,18030059520.0,1743892480.0,13399506944.0,222183424.0
1.877,1.502,96.245,0.375,0.0,0.0,1024.0,271360.0,5105.0,2533.0,18030432256.0,1743892480.0,13399552000.0,221765632.0
1.387,1.513,97.100,0.0,0.0,0.0,0.0,0.0,9949.0,2011.0,18029895680.0,1743892480.0,13380489216.0,241364992.0
0.888,0.508,97.208,1.396,0.0,0.0,0.0,430080.0,15492.0,3711.0,18030395392.0,1743892480.0,13380108288.0,241246208.0
4.780,1.761,93.459,0.0,0.0,0.0,0.0,0.0,7605.0,3816.0,18035482624.0,1743892480.0,13379899392.0,236367872.0
11.735,0.999,86.767,0.499,0.0,0.0,0.0,16384.0,31937.0,3383.0,18035343360.0,1743892480.0,13372874752.0,243531776.0
3.019,1.132,95.094,0.755,0.0,0.0,0.0,249856.0,6722.0,6734.0,18037977088.0,1743892480.0,13372653568.0,241119232.0
2.778,1.389,95.833,0.0,0.0,0.0,0.0,0.0,2918.0,1397.0,18038632448.0,1743892480.0,13377966080.0,235151360.0
1.256,0.628,97.864,0.251,0.0,0.0,0.0,69632.0,11125.0,1471.0,18039422976.0,1743892480.0,13373620224.0,238706688.0
1.880,1.504,96.366,0.251,0.0,0.0,1024.0,99328.0,4896.0,2238.0,18042863616.0,1743892480.0,13379067904.0,229818368.0
1.135,1.009,97.856,0.0,0.0,0.0,0.0,0.0,7155.0,1891.0,18043052032.0,1743892480.0,13375205376.0,233492480.0
