"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_5.csv -cdn -m",,,,"Date:","02 Aug 2015 11:05:58 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.166,1.109,96.107,0.609,0.000,0.009,184856.092,300198.559,0.0,0.0,15929999360.0,1675091968.0,13065170944.0,2725380096.0
15.299,8.458,75.498,0.746,0.0,0.0,49152.0,106496.0,25314.0,7338.0,15997788160.0,1675096064.0,13095866368.0,2626891776.0
2.375,14.0,83.625,0.0,0.0,0.0,0.0,57344.0,26443.0,7288.0,15998087168.0,1675096064.0,13094809600.0,2627649536.0
2.900,13.745,82.219,1.009,0.0,0.126,5120.0,885760.0,22209.0,8140.0,16005435392.0,1675100160.0,13083164672.0,2631942144.0
1.396,13.579,85.025,0.0,0.0,0.0,4096.0,507904.0,17988.0,4941.0,16004710400.0,1675100160.0,13087436800.0,2628395008.0
1.639,13.745,84.489,0.126,0.0,0.0,4096.0,0.0,31736.0,8523.0,16005939200.0,1675100160.0,13087576064.0,2627026944.0
1.892,13.619,84.111,0.252,0.0,0.126,5120.0,320512.0,23976.0,5833.0,16005120000.0,1675100160.0,13084770304.0,2630651904.0
2.128,13.892,83.229,0.751,0.0,0.0,20480.0,94208.0,22084.0,7352.0,16005668864.0,1675104256.0,13084487680.0,2630381568.0
3.004,13.767,82.228,1.001,0.0,0.0,160768.0,566272.0,23735.0,8090.0,16007307264.0,1675108352.0,13083770880.0,2629455872.0
1.623,13.733,83.521,1.124,0.0,0.0,4096.0,569344.0,19585.0,9431.0,16008855552.0,1675112448.0,13082238976.0,2629435392.0
1.129,13.049,85.445,0.376,0.0,0.0,111616.0,271360.0,28216.0,4906.0,16011988992.0,1675112448.0,13082320896.0,2626220032.0
1.765,14.124,84.111,0.0,0.0,0.0,4096.0,0.0,2424.0,2751.0,16013500416.0,1675112448.0,13082259456.0,2624770048.0
1.006,13.459,84.528,1.006,0.0,0.0,58368.0,758784.0,8159.0,7982.0,16015036416.0,1675112448.0,13082271744.0,2623221760.0
1.255,13.300,84.567,0.753,0.0,0.125,3072.0,773120.0,7855.0,4459.0,16016297984.0,1675112448.0,13082320896.0,2621911040.0
1.378,12.907,84.712,1.003,0.0,0.0,58368.0,963584.0,3812.0,4007.0,16018759680.0,1675112448.0,13082312704.0,2619457536.0
1.125,13.500,84.750,0.625,0.0,0.0,61440.0,65536.0,16425.0,4256.0,16006971392.0,1675116544.0,13082398720.0,2631155712.0
0.750,13.500,85.625,0.125,0.0,0.0,4096.0,0.0,2877.0,2825.0,16019574784.0,1675116544.0,13082439680.0,2618511360.0
1.633,13.317,83.543,1.508,0.0,0.0,13312.0,6509568.0,5832.0,6173.0,16021356544.0,1675116544.0,13082443776.0,2616725504.0
1.509,13.585,84.403,0.503,0.0,0.0,5120.0,533504.0,6823.0,4095.0,16026087424.0,1675116544.0,13082456064.0,2611982336.0
1.621,13.342,85.037,0.0,0.0,0.0,0.0,385024.0,26196.0,5491.0,16028459008.0,1675116544.0,13082451968.0,2609614848.0
0.627,13.534,84.962,0.752,0.0,0.125,5120.0,283648.0,10725.0,2911.0,16029184000.0,1675116544.0,13082460160.0,2608881664.0
0.627,14.304,84.944,0.125,0.0,0.0,9216.0,193536.0,3462.0,3369.0,16031191040.0,1675116544.0,13082464256.0,2606870528.0
1.255,13.300,84.567,0.878,0.0,0.0,16384.0,331776.0,7443.0,6469.0,16031322112.0,1675116544.0,13082476544.0,2606727168.0
1.746,13.716,84.040,0.499,0.0,0.0,13312.0,910336.0,4823.0,4060.0,16037404672.0,1675120640.0,13082480640.0,2600636416.0
2.652,14.015,82.828,0.505,0.0,0.0,203776.0,1772544.0,4867.0,4960.0,15972786176.0,1675120640.0,13082501120.0,2665234432.0
0.873,13.716,85.411,0.0,0.0,0.0,5120.0,164864.0,9367.0,2419.0,15973523456.0,1675120640.0,13082701824.0,2664296448.0
0.998,13.716,84.913,0.374,0.0,0.0,50176.0,193536.0,4083.0,3811.0,15973851136.0,1675120640.0,13082705920.0,2663964672.0
0.752,13.534,83.584,2.130,0.0,0.0,8192.0,520192.0,2916.0,6490.0,15974952960.0,1675128832.0,13082468352.0,2663092224.0
2.764,6.281,72.487,18.342,0.0,0.126,17408.0,1348608.0,11919.0,7006.0,15975890944.0,1675128832.0,13082468352.0,2662154240.0
0.877,13.784,84.211,1.128,0.0,0.0,13312.0,959488.0,28011.0,4462.0,15979958272.0,1675128832.0,13082218496.0,2658336768.0
0.631,13.241,85.750,0.378,0.0,0.0,4096.0,12288.0,17884.0,4253.0,15980437504.0,1675128832.0,13082230784.0,2657845248.0
0.878,13.676,85.194,0.251,0.0,0.0,41984.0,214016.0,3464.0,4900.0,15987662848.0,1675128832.0,13082243072.0,2650607616.0
1.508,13.568,84.799,0.126,0.0,0.0,37888.0,144384.0,6078.0,4314.0,15989264384.0,1675128832.0,13082292224.0,2648956928.0
1.750,13.500,83.125,1.625,0.0,0.0,376832.0,888832.0,5412.0,4309.0,15989649408.0,1675128832.0,13082632192.0,2648231936.0
1.003,13.659,85.213,0.125,0.0,0.0,3072.0,1358848.0,2580.0,3724.0,15989293056.0,1675128832.0,13083033600.0,2648186880.0
0.871,14.303,84.577,0.249,0.0,0.0,29696.0,148480.0,14749.0,4696.0,15998214144.0,1675128832.0,13082873856.0,2639425536.0
0.995,14.428,84.204,0.373,0.0,0.0,50176.0,386048.0,5555.0,3986.0,15997886464.0,1675128832.0,13083013120.0,2639613952.0
1.253,12.907,85.088,0.752,0.0,0.0,77824.0,0.0,4562.0,3886.0,15998775296.0,1675128832.0,13083013120.0,2638725120.0
1.870,13.591,83.042,1.496,0.0,0.0,81920.0,479232.0,8547.0,6532.0,15999434752.0,1675137024.0,13083058176.0,2638012416.0
0.881,13.459,85.283,0.377,0.0,0.0,9216.0,1127424.0,9439.0,2731.0,16000081920.0,1675137024.0,13083144192.0,2637279232.0
