"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_10.csv -cdn -m",,,,"Date:","02 Aug 2015 16:49:29 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.200,1.326,95.859,0.605,0.000,0.010,216840.231,299509.672,0.0,0.0,17401532416.0,1737138176.0,13706330112.0,550641664.0
15.637,1.765,82.598,0.0,0.0,0.0,0.0,0.0,22509.0,669262.0,17495117824.0,1737138176.0,13707104256.0,456282112.0
2.625,1.375,95.625,0.250,0.0,0.125,0.0,217088.0,7342.0,3418.0,17497976832.0,1737138176.0,13709094912.0,451432448.0
1.625,1.375,96.875,0.125,0.0,0.0,1024.0,62464.0,3679.0,2331.0,17500147712.0,1737138176.0,13706559488.0,451796992.0
2.128,1.502,96.370,0.0,0.0,0.0,0.0,0.0,7308.0,102256.0,17502707712.0,1737138176.0,13706981376.0,448815104.0
1.253,1.128,97.243,0.376,0.0,0.0,0.0,221184.0,14449.0,2379.0,17503023104.0,1737142272.0,13706956800.0,448520192.0
1.370,1.743,96.887,0.0,0.0,0.0,0.0,0.0,5769.0,2015.0,17502408704.0,1737142272.0,13706936320.0,449155072.0
1.892,0.883,96.847,0.378,0.0,0.0,0.0,221184.0,17682.0,66862.0,17505787904.0,1737142272.0,13706731520.0,445980672.0
1.502,1.502,96.871,0.125,0.0,0.0,4096.0,172032.0,4236.0,2851.0,17506439168.0,1737142272.0,13706944512.0,445116416.0
0.879,1.005,98.116,0.0,0.0,0.0,0.0,16384.0,10121.0,1395.0,17506332672.0,1737142272.0,13706940416.0,445227008.0
1.003,1.128,97.118,0.752,0.0,0.0,0.0,192512.0,8486.0,1245.0,17506402304.0,1737142272.0,13706235904.0,445861888.0
3.870,2.372,93.758,0.0,0.0,0.0,0.0,0.0,6069.0,38392.0,17508421632.0,1737142272.0,13707067392.0,443011072.0
2.503,1.126,96.120,0.250,0.0,0.0,0.0,196608.0,7142.0,2966.0,17511542784.0,1737142272.0,13706944512.0,440012800.0
1.259,0.882,97.859,0.0,0.0,0.0,1024.0,66560.0,5078.0,1863.0,17511899136.0,1737142272.0,13706944512.0,439656448.0
1.003,1.504,97.494,0.0,0.0,0.0,0.0,0.0,2607.0,1639.0,17511981056.0,1737142272.0,13706944512.0,439574528.0
1.132,1.132,97.358,0.377,0.0,0.0,0.0,94208.0,14750.0,69823.0,17511587840.0,1737142272.0,13707407360.0,439504896.0
1.006,1.006,97.987,0.0,0.0,0.0,0.0,0.0,14849.0,3465.0,17511297024.0,1737142272.0,13706960896.0,440242176.0
13.659,1.128,84.837,0.376,0.0,0.0,0.0,176128.0,13913.0,3648.0,17514442752.0,1737146368.0,13706944512.0,437108736.0
