"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_face_pair_verification_7.csv -cdn -m",,,,"Date:","03 Aug 2015 01:28:06 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.220,1.755,95.452,0.563,0.000,0.010,201212.888,285571.355,0.0,0.0,17767968768.0,1295237120.0,13855256576.0,477179904.0
16.306,38.981,44.331,0.255,0.0,0.127,0.0,86016.0,16655.0,1402.0,17832497152.0,1295237120.0,13853614080.0,414294016.0
7.843,85.098,7.059,0.0,0.0,0.0,0.0,401408.0,9558.0,7576.0,17833893888.0,1295237120.0,13857296384.0,409214976.0
8.481,75.190,16.329,0.0,0.0,0.0,3072.0,3525632.0,5934.0,3533.0,17782165504.0,1295237120.0,13856686080.0,461553664.0
6.564,75.161,18.275,0.0,0.0,0.0,0.0,16384.0,3393.0,1676.0,17789272064.0,1295237120.0,13853995008.0,457138176.0
9.481,78.312,12.078,0.130,0.0,0.0,1024.0,2397184.0,10160.0,1538.0,17790062592.0,1295237120.0,13852696576.0,457646080.0
4.386,76.817,18.797,0.0,0.0,0.0,0.0,0.0,1832.0,1312.0,17789825024.0,1295237120.0,13855346688.0,455233536.0
3.558,78.145,18.043,0.254,0.0,0.0,8192.0,966656.0,1878.0,1402.0,17803747328.0,1295237120.0,13853122560.0,443535360.0
8.462,89.231,2.308,0.0,0.0,0.0,111616.0,447488.0,15658.0,3508.0,17807659008.0,1295237120.0,13855305728.0,437440512.0
3.413,77.750,18.837,0.0,0.0,0.0,0.0,4096.0,2497.0,1520.0,17814704128.0,1295237120.0,13855244288.0,430456832.0
3.576,91.571,4.725,0.0,0.0,0.128,5120.0,9851904.0,20855.0,1312.0,17826017280.0,1295237120.0,13856669696.0,417718272.0
7.995,77.284,14.594,0.0,0.0,0.127,0.0,0.0,23409.0,1770.0,17826004992.0,1295237120.0,13853278208.0,421122048.0
4.146,76.759,19.095,0.0,0.0,0.0,0.0,98304.0,3461.0,1244.0,17831309312.0,1295237120.0,13854289920.0,414806016.0
6.117,90.387,3.496,0.0,0.0,0.0,549888.0,447488.0,6594.0,3513.0,17843941376.0,1295237120.0,13854539776.0,401924096.0
8.516,76.387,14.968,0.129,0.0,0.0,16384.0,0.0,3287.0,1484.0,17843449856.0,1295237120.0,13852991488.0,403963904.0
7.781,72.832,19.388,0.0,0.0,0.0,0.0,4096.0,8983.0,1402.0,17846910976.0,1295237120.0,13852975104.0,400519168.0
4.453,79.389,16.031,0.127,0.0,0.0,2048.0,4327424.0,4865.0,2338.0,17861840896.0,1295237120.0,13859176448.0,379387904.0
