"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","ficussuzhou",,,,"User:","xtgu"
"Cmdline:","dstat --output=dstat/dstat_three_watermarks_20.csv -cdn -m",,,,"Date:","02 Aug 2015 21:20:31 CST"

"total cpu usage",,,,,,"dsk/total",,"net/total",,"memory usage",,,
"usr","sys","idl","wai","hiq","siq","read","writ","recv","send","used","buff","cach","free"
2.167,1.393,95.849,0.581,0.000,0.010,211713.680,290393.090,0.0,0.0,17748361216.0,1741938688.0,13280591872.0,624750592.0
16.562,8.407,74.279,0.627,0.0,0.125,1024.0,463872.0,3361.0,1531.0,17860882432.0,1741938688.0,13283336192.0,509485056.0
4.750,13.750,81.0,0.500,0.0,0.0,144384.0,152576.0,12425.0,3643.0,17864380416.0,1741938688.0,13285535744.0,503787520.0
1.129,13.676,85.194,0.0,0.0,0.0,0.0,0.0,3447.0,1861.0,17865207808.0,1741938688.0,13285638144.0,502857728.0
1.255,14.429,84.191,0.125,0.0,0.0,54272.0,218112.0,15198.0,2229.0,17865785344.0,1741938688.0,13300416512.0,487501824.0
2.247,14.232,83.146,0.375,0.0,0.0,1024.0,410624.0,6278.0,2582.0,17866035200.0,1741938688.0,13299924992.0,487743488.0
1.132,13.711,84.151,1.006,0.0,0.0,8192.0,270336.0,15854.0,1761.0,17863860224.0,1741938688.0,13274972160.0,514871296.0
0.627,13.300,85.947,0.125,0.0,0.0,1024.0,234496.0,4917.0,1831.0,17864404992.0,1741938688.0,13274689536.0,514609152.0
2.018,13.997,83.985,0.0,0.0,0.0,0.0,4096.0,2972.0,1331.0,17863364608.0,1741938688.0,13280808960.0,509530112.0
1.370,13.450,84.932,0.249,0.0,0.0,1024.0,259072.0,10460.0,1835.0,17863426048.0,1741938688.0,13280034816.0,510242816.0
1.377,13.016,85.357,0.250,0.0,0.0,0.0,462848.0,4228.0,2170.0,17866678272.0,1741938688.0,13280227328.0,506798080.0
0.877,13.409,85.714,0.0,0.0,0.0,1024.0,5120.0,3755.0,2155.0,17867042816.0,1741938688.0,13273260032.0,513400832.0
1.487,14.002,83.643,0.743,0.0,0.124,4096.0,770048.0,2811.0,1559.0,17876713472.0,1741938688.0,13277024256.0,499965952.0
1.005,13.191,85.804,0.0,0.0,0.0,0.0,24576.0,6263.0,2601.0,17877204992.0,1741938688.0,13277102080.0,499396608.0
0.749,13.733,85.518,0.0,0.0,0.0,0.0,49152.0,14742.0,7325.0,17877680128.0,1741938688.0,13277110272.0,498913280.0
1.875,13.500,84.0,0.625,0.0,0.0,5120.0,414720.0,5855.0,2650.0,17882898432.0,1741938688.0,13274423296.0,496381952.0
9.285,13.676,76.913,0.125,0.0,0.0,1024.0,246784.0,32891.0,7704.0,17887559680.0,1741938688.0,13274968064.0,491175936.0
0.751,14.018,84.856,0.375,0.0,0.0,0.0,57344.0,3416.0,1793.0,17888325632.0,1741938688.0,13270265856.0,495112192.0
1.003,13.534,85.464,0.0,0.0,0.0,5120.0,205824.0,3711.0,1483.0,17888301056.0,1741938688.0,13277646848.0,487755776.0
0.751,13.517,85.607,0.125,0.0,0.0,1024.0,189440.0,9897.0,1785.0,17897373696.0,1741938688.0,13277462528.0,478867456.0
1.253,13.283,84.962,0.376,0.0,0.125,0.0,241664.0,4531.0,2086.0,17898708992.0,1741938688.0,13277462528.0,477532160.0
0.376,13.551,86.073,0.0,0.0,0.0,0.0,0.0,2425.0,1227.0,17900097536.0,1741938688.0,13273182208.0,480423936.0
0.376,13.283,85.714,0.627,0.0,0.0,1024.0,349184.0,10994.0,1027.0,17903341568.0,1741938688.0,13273157632.0,477204480.0
0.752,13.409,85.840,0.0,0.0,0.0,0.0,0.0,3639.0,1709.0,17903935488.0,1741938688.0,13276729344.0,473038848.0
0.999,13.733,85.019,0.250,0.0,0.0,1024.0,1307648.0,12399.0,1787.0,17904107520.0,1741938688.0,13275025408.0,474570752.0
2.003,13.642,82.228,2.128,0.0,0.0,3072.0,1281024.0,8840.0,4027.0,17909260288.0,1741938688.0,13275045888.0,469397504.0
2.764,13.693,82.663,0.879,0.0,0.0,5120.0,373760.0,21579.0,3445.0,17908613120.0,1741938688.0,13275512832.0,469577728.0
0.624,13.858,85.518,0.0,0.0,0.0,0.0,16384.0,3948.0,1557.0,17908568064.0,1741938688.0,13283692544.0,461443072.0
0.879,13.191,85.930,0.0,0.0,0.0,1024.0,254976.0,3611.0,1711.0,17909796864.0,1741938688.0,13281193984.0,462712832.0
0.749,13.608,85.393,0.250,0.0,0.0,0.0,352256.0,11543.0,1565.0,17909813248.0,1741938688.0,13280161792.0,463728640.0
1.500,13.625,84.500,0.250,0.0,0.125,1024.0,222208.0,4900.0,2322.0,17912684544.0,1741938688.0,13282369536.0,458649600.0
1.244,13.308,85.199,0.249,0.0,0.0,2048.0,1329152.0,3227.0,1895.0,17914982400.0,1741938688.0,13275119616.0,463601664.0
0.998,14.339,84.165,0.499,0.0,0.0,0.0,53248.0,3724.0,2791.0,17913712640.0,1741938688.0,13272444928.0,467546112.0
1.129,13.425,85.320,0.125,0.0,0.0,5120.0,168960.0,3072.0,2357.0,17919594496.0,1741938688.0,13277679616.0,456429568.0
2.008,13.300,84.567,0.125,0.0,0.0,1024.0,226304.0,13851.0,4647.0,17919602688.0,1741938688.0,13277667328.0,456433664.0
11.250,13.875,74.500,0.375,0.0,0.0,0.0,200704.0,7748.0,2916.0,17923735552.0,1741938688.0,13272899584.0,457068544.0
0.628,13.568,84.422,1.382,0.0,0.0,28672.0,1486848.0,32009.0,4015.0,17923084288.0,1741938688.0,13275709440.0,454909952.0
0.753,12.798,86.449,0.0,0.0,0.0,0.0,12288.0,2997.0,1413.0,17923268608.0,1741938688.0,13275652096.0,454782976.0
1.880,14.035,84.085,0.0,0.0,0.0,0.0,0.0,1026.0,875.0,17923858432.0,1741938688.0,13272002560.0,457842688.0
0.504,13.350,85.894,0.252,0.0,0.0,5120.0,381952.0,9509.0,1481.0,17925713920.0,1741938688.0,13271904256.0,456085504.0
1.004,13.300,85.194,0.502,0.0,0.0,0.0,241664.0,5268.0,2562.0,17930510336.0,1741938688.0,13269237760.0,453955584.0
0.504,13.350,85.390,0.756,0.0,0.0,0.0,1028096.0,4975.0,2199.0,17931071488.0,1741938688.0,13268803584.0,453828608.0
0.500,13.625,85.625,0.250,0.0,0.0,136192.0,398336.0,5468.0,1179.0,17932324864.0,1741938688.0,13268938752.0,452440064.0
0.627,13.049,86.324,0.0,0.0,0.0,0.0,8192.0,2703.0,1557.0,17932533760.0,1741938688.0,13274927104.0,446242816.0
0.504,13.350,86.146,0.0,0.0,0.0,1024.0,357376.0,14528.0,1369.0,17933037568.0,1741938688.0,13272637440.0,448028672.0
1.882,13.802,83.814,0.502,0.0,0.0,1024.0,373760.0,5997.0,2464.0,17942958080.0,1741938688.0,13272604672.0,438140928.0
0.754,13.568,85.678,0.0,0.0,0.0,0.0,409600.0,25664.0,3051.0,17942130688.0,1741938688.0,13275226112.0,436346880.0
1.375,13.625,84.250,0.750,0.0,0.0,1024.0,271360.0,4997.0,2363.0,17968635904.0,1741938688.0,13271638016.0,413429760.0
0.503,13.191,86.307,0.0,0.0,0.0,0.0,0.0,3675.0,1445.0,17968635904.0,1741938688.0,13271797760.0,413270016.0
0.879,13.442,85.427,0.251,0.0,0.0,3584.0,1003008.0,9322.0,1599.0,17968246784.0,1741938688.0,13274472448.0,410984448.0
1.256,13.442,84.799,0.503,0.0,0.0,0.0,225280.0,4296.0,2148.0,17971646464.0,1741938688.0,13280563200.0,401494016.0
0.868,14.392,84.615,0.124,0.0,0.0,1024.0,578560.0,3971.0,1793.0,17972420608.0,1741938688.0,13280882688.0,400400384.0
1.122,13.591,84.663,0.623,0.0,0.0,1024.0,267264.0,4723.0,1601.0,17972162560.0,1741942784.0,13281091584.0,400445440.0
0.879,13.191,85.930,0.0,0.0,0.0,0.0,0.0,4277.0,2407.0,17972264960.0,1741942784.0,13275049984.0,406384640.0
